%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au7-cpd1-500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 {v1,v2}
@attribute V6 {v1,v2}
@attribute V7 numeric
@attribute V8 {v1,v2,v3}
@attribute V9 numeric
@attribute V10 {v1,v2,v3}
@attribute V11 numeric
@attribute V12 numeric
@attribute Class {class1,class2,class3,class4,class5}

@data
2.01,3069,0.38,0,v2,v2,7250,v1,1,v2,1.75,0,class5
4.81,3326,0.14,0,v1,v1,4775,v1,1,v2,1.01,0,class5
1.51,3071,0.49,2,v1,v1,3919,v3,0,v2,0.56,1,class2
6.95,3109,0.13,1,v1,v2,3171,v3,0,v3,1.89,2,class5
8.04,3593,0.14,1,v1,v1,3388,v1,2,v3,0.56,1,class2
5.6,3086,0.14,0,v1,v1,6963,v1,1,v3,0.61,1,class3
1.57,3604,0.17,0,v2,v1,3212,v1,1,v3,1.85,1,class5
2.07,3110,0.13,1,v1,v1,5174,v1,1,v2,0.64,1,class3
2.04,3152,0.22,2,v1,v1,6723,v1,2,v2,1.17,0,class1
5.29,3230,0.62,2,v2,v1,4119,v1,0,v2,1.63,1,class1
4.55,3072,0.52,1,v2,v1,5881,v1,1,v1,1.94,1,class5
6.58,3147,0.13,2,v1,v2,3744,v1,0,v1,0.56,1,class5
1.56,3075,0.13,1,v1,v2,6756,v1,0,v1,1.22,1,class3
3.69,3477,0.56,2,v1,v1,4559,v2,2,v1,1.44,0,class3
6.55,3075,0.14,0,v2,v2,4575,v1,1,v3,1.25,2,class2
7.89,3103,0.5,0,v2,v1,7190,v1,1,v1,1.49,1,class5
2.22,3122,0.47,0,v1,v2,3363,v3,2,v3,1.54,1,class5
8.07,3466,0.61,2,v1,v2,7162,v1,2,v3,0.56,1,class5
1.64,3124,0.37,1,v1,v2,4588,v1,1,v3,1.8,1,class2
1.67,3549,0.53,1,v1,v1,3477,v3,0,v1,0.56,0,class5
4.56,3150,0.53,0,v1,v1,4487,v1,1,v2,1.49,2,class1
6.87,3069,0.14,2,v1,v2,6000,v1,1,v3,1.53,1,class4
1.8,3476,0.53,1,v1,v1,3038,v1,1,v1,0.56,1,class5
5.53,3463,0.14,2,v1,v1,4548,v1,1,v2,1.55,1,class4
1.45,3475,0.49,0,v1,v1,6533,v1,0,v3,0.64,1,class3
5.59,3481,0.48,2,v2,v1,6552,v1,2,v3,1.77,1,class3
7.33,3132,0.5,0,v1,v1,3408,v1,2,v2,2.03,1,class4
6.95,3471,0.46,1,v2,v1,4242,v1,2,v1,1.05,1,class5
7.28,3131,0.41,1,v1,v2,7055,v1,1,v3,1.15,1,class3
5.66,3100,0.47,2,v1,v2,5815,v1,1,v2,1.49,2,class1
1.66,3487,0.44,1,v1,v1,4007,v1,1,v1,1.17,2,class5
1.63,3162,0.4,0,v2,v2,4237,v3,2,v2,0.79,0,class3
6,3581,0.52,1,v1,v2,7082,v1,1,v1,1.32,1,class2
1.62,3480,0.4,0,v2,v1,7322,v2,2,v3,2.01,1,class3
1.88,3342,0.14,2,v2,v2,5960,v1,0,v3,1.25,1,class4
1.42,3074,0.41,0,v2,v1,6794,v1,2,v1,0.67,0,class5
1.53,3558,0.44,1,v2,v1,5269,v1,2,v3,1.11,1,class1
7.88,3138,0.53,1,v1,v1,7290,v1,1,v2,1.29,2,class1
1.67,3219,0.59,2,v1,v1,3113,v1,2,v3,0.55,1,class2
1.61,3430,0.52,1,v1,v2,4595,v1,0,v3,0.56,0,class5
5,3099,0.13,2,v2,v2,3787,v1,1,v3,1.33,1,class5
7.24,3132,0.57,0,v2,v2,3062,v1,0,v3,1.48,1,class5
4.84,3137,0.48,0,v1,v2,7198,v1,0,v1,0.89,0,class3
7.19,3388,0.4,1,v1,v2,3071,v1,2,v1,1.03,1,class2
1.46,3472,0.59,1,v1,v1,4538,v1,2,v3,0.57,1,class5
3.1,3469,0.53,1,v2,v2,6348,v1,1,v1,1.54,1,class2
1.69,3201,0.42,2,v1,v2,4528,v1,1,v1,1.17,1,class4
5.89,3075,0.44,2,v1,v2,6372,v1,0,v1,1.69,0,class5
5.52,3603,0.32,1,v1,v1,3272,v1,0,v1,1.98,1,class5
1.6,3076,0.62,1,v1,v1,6650,v2,1,v3,1.98,2,class4
7.89,3347,0.14,2,v2,v2,3461,v1,1,v1,1.44,1,class5
3.18,3414,0.46,2,v2,v2,3394,v1,0,v3,0.56,1,class3
7.05,3464,0.41,2,v2,v1,4802,v2,2,v1,1.01,1,class2
1.43,3087,0.5,0,v2,v2,4480,v1,0,v3,0.77,1,class5
4.04,3378,0.5,2,v1,v2,4836,v1,2,v1,0.82,0,class4
6.41,3238,0.47,1,v1,v2,6323,v1,0,v2,0.68,1,class5
1.45,3077,0.15,0,v2,v2,4504,v1,0,v3,0.56,1,class5
5.49,3593,0.23,1,v1,v1,5864,v1,1,v2,1.76,1,class4
5.69,3094,0.51,1,v2,v2,3734,v1,1,v2,1.28,1,class1
8.06,3426,0.27,1,v2,v1,7062,v1,0,v1,1.66,1,class3
2.05,3110,0.59,0,v1,v2,6012,v3,0,v2,1.15,1,class3
2.11,3555,0.52,0,v1,v1,3310,v1,2,v3,1.81,1,class5
5.57,3479,0.2,1,v1,v2,3536,v1,2,v3,0.55,1,class5
5.67,3480,0.64,2,v1,v1,6843,v2,0,v3,0.56,0,class3
1.9,3486,0.47,0,v1,v2,7139,v1,1,v3,1.56,1,class3
2.19,3072,0.13,0,v2,v1,4183,v1,2,v1,1.35,1,class3
6.58,3566,0.55,1,v2,v1,6211,v1,0,v1,0.56,2,class5
2.38,3539,0.28,0,v2,v2,4424,v1,0,v3,0.56,0,class5
5.43,3466,0.64,2,v1,v2,3254,v1,0,v2,1.81,2,class4
1.6,3469,0.28,0,v1,v1,7221,v1,2,v3,0.55,1,class5
3.2,3476,0.13,2,v2,v2,4512,v1,1,v1,1.61,0,class4
7.97,3487,0.51,0,v2,v2,6913,v1,0,v3,1.76,0,class3
8.21,3534,0.14,1,v2,v2,3314,v1,2,v1,1.31,1,class4
1.85,3069,0.13,1,v2,v1,4497,v1,1,v3,1.26,1,class5
5.22,3119,0.52,0,v1,v1,3329,v1,1,v2,1.92,0,class3
1.7,3616,0.52,2,v2,v1,7158,v1,1,v2,1.42,1,class1
3.49,3391,0.52,2,v1,v1,4450,v1,1,v2,1.96,0,class3
4.35,3091,0.48,1,v1,v1,3066,v2,1,v2,1.29,0,class4
7.26,3087,0.23,2,v1,v2,7313,v1,1,v2,1.77,2,class1
4.44,3355,0.42,0,v1,v2,4635,v1,1,v3,1.25,0,class4
3.63,3074,0.17,1,v1,v1,7296,v1,1,v3,2.07,2,class5
5.43,3532,0.41,1,v1,v2,6604,v1,2,v3,1.82,1,class3
1.58,3564,0.45,1,v1,v1,3572,v3,1,v3,1.12,0,class3
1.47,3152,0.51,1,v1,v2,6313,v1,1,v2,1.61,0,class5
2.2,3599,0.18,2,v2,v1,7361,v1,2,v3,1.23,1,class3
1.61,3486,0.46,1,v2,v1,4153,v1,1,v1,0.58,1,class3
6.99,3473,0.38,2,v2,v2,4045,v1,2,v1,1.17,2,class4
6.63,3085,0.39,0,v2,v2,3320,v1,2,v3,1.62,0,class5
7.29,3069,0.13,2,v1,v2,3941,v1,1,v3,1.3,1,class5
1.51,3146,0.52,0,v2,v2,7245,v1,1,v1,1.67,0,class2
2.15,3296,0.48,0,v1,v1,7187,v1,1,v2,1.59,0,class5
6.47,3291,0.47,2,v2,v2,3701,v1,2,v1,0.79,1,class3
1.62,3580,0.36,0,v1,v1,7319,v1,1,v1,1.95,0,class5
5.58,3295,0.14,0,v1,v2,4550,v1,2,v3,1.49,1,class5
1.63,3462,0.13,2,v1,v2,7283,v1,1,v3,1.16,0,class3
6.66,3242,0.54,2,v1,v2,3216,v1,0,v2,1.27,2,class2
6.68,3533,0.42,2,v1,v2,3260,v1,2,v3,1.89,1,class5
2.5,3073,0.13,1,v2,v2,3402,v1,1,v2,1.77,0,class3
5.56,3147,0.5,0,v2,v1,4534,v1,0,v2,0.91,1,class5
5.54,3079,0.51,0,v1,v2,4578,v1,1,v3,1.9,0,class2
1.96,3284,0.42,0,v1,v1,7166,v1,2,v1,1.75,1,class3
6.22,3092,0.4,0,v2,v2,3261,v1,1,v1,2.03,1,class1
5.2,3477,0.14,0,v2,v2,3230,v1,1,v1,0.65,0,class1
2.65,3215,0.51,0,v1,v2,3429,v3,0,v1,1.63,0,class5
1.92,3085,0.52,1,v1,v2,3190,v1,1,v2,1.44,1,class2
4.29,3467,0.14,2,v2,v2,7265,v1,1,v1,0.86,2,class4
5.73,3563,0.52,1,v1,v1,4767,v1,1,v2,1.07,1,class4
5.47,3097,0.13,1,v2,v1,3798,v1,2,v1,1.2,1,class5
5.43,3084,0.49,0,v1,v1,3265,v1,1,v2,0.59,0,class2
7.48,3143,0.52,1,v1,v1,3028,v3,0,v1,1.75,0,class2
5.64,3118,0.46,2,v2,v1,3151,v2,0,v2,1.06,1,class4
6.42,3140,0.46,0,v1,v1,3523,v1,0,v2,0.71,1,class1
2.03,3081,0.13,0,v1,v2,3148,v1,0,v3,1.2,1,class5
1.78,3470,0.13,2,v1,v2,4513,v1,0,v1,1.28,1,class4
1.49,3070,0.44,2,v2,v1,6686,v1,2,v2,1.93,0,class5
4.6,3101,0.15,1,v2,v1,5438,v1,2,v2,1.16,0,class5
1.76,3086,0.58,2,v1,v2,7158,v1,0,v3,2.02,1,class5
7.96,3138,0.47,1,v2,v2,6986,v1,0,v2,1.02,1,class1
6.76,3070,0.53,1,v1,v1,7312,v2,1,v2,1.8,2,class2
7.05,3091,0.24,0,v2,v2,4495,v1,0,v2,0.9,1,class2
6.72,3466,0.53,0,v1,v2,6464,v1,1,v1,1.34,2,class4
7.41,3108,0.18,1,v2,v1,3354,v1,1,v1,2.01,0,class3
2.06,3550,0.14,2,v1,v2,3162,v1,2,v3,1.6,1,class5
1.64,3075,0.47,0,v1,v1,7253,v1,0,v1,0.56,0,class3
6.5,3120,0.13,2,v1,v2,4474,v2,1,v1,0.62,2,class5
6.03,3623,0.31,0,v1,v2,3910,v1,1,v3,1.78,2,class5
6.46,3146,0.14,0,v1,v2,4493,v1,0,v3,1.25,1,class5
1.5,3117,0.48,2,v1,v2,4456,v1,1,v1,1.58,0,class4
3.84,3587,0.65,0,v2,v1,5897,v1,1,v2,0.57,2,class1
1.5,3149,0.42,1,v2,v2,3339,v1,2,v3,1.06,0,class5
1.57,3071,0.53,0,v1,v1,7324,v1,1,v2,1.33,0,class5
1.63,3076,0.46,0,v2,v2,3177,v1,1,v1,1.57,0,class1
1.7,3072,0.13,2,v2,v2,7330,v1,1,v2,1.24,2,class3
1.62,3479,0.62,0,v1,v1,4562,v1,0,v2,1.71,2,class4
7.26,3069,0.5,2,v2,v2,4583,v1,1,v3,0.55,2,class5
5.43,3069,0.13,1,v1,v2,7314,v1,1,v1,1.5,1,class2
6.09,3489,0.13,1,v1,v1,6608,v1,2,v2,1.54,1,class5
6.47,3120,0.67,0,v1,v1,3100,v3,0,v3,1.63,1,class3
5.98,3471,0.46,0,v1,v1,6595,v1,2,v2,0.98,1,class5
1.46,3132,0.47,2,v2,v2,4753,v1,1,v3,1.3,2,class4
5.81,3070,0.67,2,v1,v2,7168,v1,2,v1,0.56,1,class4
1.55,3089,0.66,0,v1,v1,6901,v1,2,v1,0.57,1,class2
7.57,3350,0.55,1,v2,v2,6622,v1,0,v1,1.29,1,class3
6.54,3490,0.6,2,v1,v2,5281,v3,0,v3,0.56,0,class4
1.64,3568,0.49,1,v1,v1,6276,v2,1,v1,1.31,0,class2
1.46,3538,0.6,2,v1,v2,4917,v1,0,v2,1.88,1,class2
3.64,3071,0.14,0,v1,v1,4391,v1,0,v2,0.84,1,class1
1.53,3102,0.14,2,v2,v2,4515,v1,1,v3,0.95,2,class2
1.55,3477,0.31,0,v2,v2,6787,v3,2,v1,0.55,1,class1
2.01,3113,0.63,2,v2,v2,7187,v1,1,v1,1.87,0,class4
1.65,3471,0.42,0,v1,v1,4653,v1,2,v3,0.84,1,class4
5.53,3081,0.5,0,v1,v1,4595,v1,0,v2,0.82,1,class5
6.54,3555,0.51,0,v1,v1,3877,v1,0,v2,0.56,0,class4
1.71,3338,0.48,1,v2,v2,7358,v1,1,v1,1.93,1,class4
6.61,3123,0.41,2,v1,v2,4784,v3,0,v1,0.55,1,class4
1.44,3115,0.46,2,v2,v2,5995,v1,0,v3,1.17,0,class4
7.58,3422,0.14,1,v1,v2,3197,v1,2,v1,1.48,1,class4
1.55,3482,0.5,2,v1,v1,3036,v2,1,v2,1.23,0,class5
5.47,3490,0.51,1,v2,v1,4250,v1,1,v1,1.28,1,class5
1.5,3073,0.49,1,v2,v1,6145,v1,1,v1,1.44,1,class2
6.79,3105,0.41,1,v1,v2,3716,v1,1,v2,0.56,0,class2
1.88,3163,0.53,1,v1,v2,3554,v2,1,v2,0.55,1,class3
8.02,3249,0.43,2,v1,v1,7256,v1,2,v2,0.55,1,class5
7.12,3488,0.47,1,v2,v1,6874,v1,2,v1,1.79,2,class5
2.23,3542,0.13,0,v2,v2,6481,v1,0,v3,1.3,1,class3
2.12,3581,0.39,0,v1,v1,3340,v1,1,v1,1.18,1,class5
7.35,3304,0.47,1,v2,v2,4474,v1,0,v1,0.58,1,class3
2.23,3096,0.19,0,v1,v1,4506,v1,2,v2,0.55,2,class5
2.03,3110,0.46,1,v1,v2,3103,v1,1,v3,0.69,0,class5
1.57,3081,0.46,2,v1,v2,4752,v1,1,v1,1.59,0,class4
1.57,3242,0.59,1,v1,v1,5482,v1,0,v1,1.75,1,class5
1.56,3130,0.62,2,v2,v1,3069,v1,2,v1,0.8,1,class5
1.75,3135,0.47,2,v1,v1,6781,v1,1,v2,1.57,1,class5
1.42,3447,0.22,1,v1,v1,5173,v1,1,v3,1.65,1,class4
8.23,3084,0.62,1,v1,v2,6679,v1,1,v3,0.6,1,class3
1.49,3468,0.48,1,v1,v2,3290,v1,0,v2,0.65,2,class4
5.53,3479,0.13,1,v1,v1,7065,v1,0,v1,0.94,1,class5
2.2,3075,0.56,1,v1,v1,4531,v2,1,v3,0.55,1,class5
7.63,3598,0.52,0,v1,v1,4648,v1,1,v2,1.71,1,class4
2.02,3106,0.33,2,v1,v2,7252,v1,0,v1,0.56,1,class5
1.45,3098,0.52,0,v1,v2,7223,v1,1,v3,1.36,0,class2
5.5,3159,0.13,1,v2,v2,4828,v1,1,v3,1.31,1,class4
6.73,3115,0.43,0,v2,v2,3141,v1,0,v3,0.55,2,class2
1.83,3072,0.42,0,v1,v2,7258,v1,0,v2,1.76,1,class5
1.61,3102,0.51,0,v1,v1,3270,v3,1,v1,0.55,1,class5
5.5,3112,0.67,0,v2,v1,3031,v2,1,v1,0.56,2,class5
7.09,3133,0.51,1,v1,v1,4472,v1,1,v1,1.71,1,class5
1.53,3520,0.44,2,v1,v1,4199,v2,0,v3,0.58,1,class5
3.44,3071,0.14,2,v1,v1,4482,v1,1,v2,1.57,0,class4
6.84,3218,0.14,1,v1,v1,3927,v3,1,v2,1.18,1,class3
5.01,3477,0.42,0,v2,v1,7278,v1,1,v1,0.86,1,class5
5.64,3532,0.33,1,v1,v1,4543,v1,2,v2,1.16,1,class4
2.04,3594,0.13,1,v2,v1,6444,v1,2,v3,1.44,2,class3
5.77,3069,0.51,0,v1,v2,5287,v1,2,v1,1.87,2,class4
2.37,3489,0.61,2,v1,v2,3835,v1,1,v1,1.2,0,class4
7.77,3086,0.14,2,v2,v2,4791,v1,1,v1,0.85,0,class4
1.81,3531,0.46,1,v1,v1,5381,v1,0,v2,0.59,2,class4
5.69,3087,0.2,0,v1,v2,3045,v1,0,v3,1.78,1,class2
1.53,3152,0.53,2,v1,v1,7130,v1,2,v2,0.6,0,class1
7.95,3477,0.28,0,v1,v2,6512,v2,1,v1,2.04,1,class4
4.33,3110,0.62,0,v1,v1,3278,v1,0,v2,1.46,0,class3
7.09,3407,0.19,1,v2,v2,3886,v1,1,v2,2.07,2,class1
1.91,3076,0.47,1,v2,v1,7058,v1,0,v1,1.13,2,class5
3.66,3338,0.53,1,v1,v2,6503,v3,2,v2,0.92,0,class5
7.39,3480,0.47,2,v1,v1,7195,v2,0,v2,1.08,1,class1
1.63,3127,0.61,1,v1,v2,3309,v1,2,v1,0.56,0,class3
1.83,3228,0.15,1,v2,v2,5779,v3,0,v3,0.55,1,class4
1.82,3097,0.52,2,v2,v2,6253,v1,0,v2,0.56,2,class2
7.45,3480,0.13,0,v1,v2,4590,v3,0,v1,1.24,1,class5
3.65,3112,0.14,2,v1,v2,5053,v3,2,v2,1.21,0,class4
5.6,3474,0.28,0,v2,v2,6439,v1,0,v3,0.56,1,class3
1.52,3140,0.62,0,v1,v2,7359,v1,0,v3,1.6,1,class2
5,3350,0.58,0,v2,v1,5602,v1,2,v2,0.57,0,class1
1.51,3607,0.14,2,v1,v2,3197,v1,1,v3,1.15,1,class3
2.77,3485,0.13,2,v2,v2,3786,v1,2,v1,0.55,0,class5
7.77,3114,0.21,0,v2,v1,7086,v1,0,v1,1.86,1,class5
1.63,3202,0.46,2,v2,v1,6274,v2,1,v2,1.28,0,class4
3.57,3104,0.53,0,v2,v1,3996,v1,0,v3,0.56,0,class5
1.43,3074,0.44,2,v1,v2,4017,v1,1,v1,1.2,2,class4
1.47,3071,0.13,1,v2,v1,3973,v1,1,v3,1.07,1,class3
