%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au7-700
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 {v1,v2}
@attribute V6 {v1,v2}
@attribute V7 numeric
@attribute V8 {v1,v2,v3}
@attribute V9 numeric
@attribute V10 {v1,v2,v3}
@attribute V11 numeric
@attribute V12 numeric
@attribute Class {class1,class2,class3}

@data
1.55,3488,0.49,2,v2,v1,4523,v3,0,v1,1.33,1,class2
5.48,3441,0.16,1,v2,v1,3043,v2,1,v1,1.77,1,class1
4.57,3478,0.13,2,v2,v1,4566,v2,2,v3,1.16,1,class3
6.52,3521,0.51,2,v2,v2,7295,v2,2,v3,0.69,0,class2
7.72,3227,0.17,0,v1,v1,7353,v2,0,v1,0.6,2,class2
1.5,3131,0.14,2,v2,v1,5875,v2,0,v1,1.24,2,class2
7.48,3425,0.14,0,v1,v2,4739,v1,1,v3,1.13,1,class1
7.56,3142,0.58,2,v2,v2,4504,v2,1,v3,1.69,1,class2
6.14,3529,0.13,0,v1,v1,6434,v2,2,v1,0.79,2,class3
6.27,3301,0.13,0,v1,v1,3132,v2,2,v1,1.24,2,class3
5.43,3604,0.13,1,v1,v1,4063,v1,1,v1,1.78,1,class3
2.01,3117,0.64,2,v2,v1,4535,v1,2,v1,1.16,1,class3
5.6,3115,0.14,2,v1,v1,7177,v1,0,v1,1.64,2,class2
1.97,3463,0.52,2,v2,v2,4531,v3,2,v3,0.59,0,class2
1.97,3211,0.45,0,v1,v1,4545,v1,1,v1,1.08,0,class3
1.58,3116,0.52,2,v1,v1,3570,v1,0,v1,0.58,1,class1
1.45,3131,0.51,2,v1,v1,4311,v3,2,v1,1.94,1,class1
1.41,3145,0.21,2,v1,v1,7306,v3,0,v1,1.44,1,class1
1.87,3134,0.44,2,v1,v1,7266,v2,0,v1,1.73,0,class3
5.45,3481,0.39,2,v1,v2,4513,v1,1,v3,1.87,1,class3
1.53,3144,0.52,1,v2,v2,7349,v2,1,v3,0.73,2,class3
5.6,3130,0.62,2,v1,v1,3053,v1,1,v1,0.58,1,class1
1.49,3134,0.44,2,v2,v1,4477,v2,1,v1,1.9,1,class3
1.57,3146,0.62,2,v1,v1,3040,v3,2,v1,0.99,0,class1
6.33,3140,0.52,2,v1,v1,5988,v1,2,v3,0.87,1,class2
6.24,3134,0.13,2,v2,v1,4443,v3,1,v1,0.57,2,class2
5.5,3120,0.14,2,v1,v1,6522,v2,0,v1,1.66,2,class1
5.29,3071,0.14,2,v1,v1,5950,v2,2,v1,1.77,0,class3
1.93,3134,0.13,2,v1,v1,3933,v2,2,v1,1.23,2,class1
2.01,3564,0.47,0,v2,v1,5756,v2,2,v1,1.66,1,class2
6.78,3302,0.56,0,v1,v1,4150,v1,0,v1,1.73,1,class2
5.49,3129,0.49,2,v1,v1,3106,v3,2,v1,1.74,2,class2
6.11,3141,0.65,2,v2,v1,4536,v2,0,v1,1.97,0,class2
7.34,3137,0.61,1,v1,v1,5146,v2,1,v1,1.23,2,class1
7.87,3526,0.19,0,v2,v1,4796,v2,1,v1,0.78,1,class3
6.92,3121,0.63,2,v1,v1,3059,v1,1,v1,0.99,0,class1
1.6,3409,0.14,0,v1,v1,6734,v3,0,v2,2.05,0,class2
1.63,3147,0.13,1,v1,v1,4499,v1,1,v1,1.63,2,class3
8.21,3149,0.13,2,v1,v1,6503,v3,0,v1,1.45,0,class2
1.88,3484,0.15,2,v2,v2,3583,v2,2,v2,2.07,1,class3
1.47,3502,0.53,1,v2,v1,5324,v2,2,v3,1.97,0,class2
5.45,3132,0.53,2,v1,v1,5217,v1,1,v1,0.59,1,class1
1.75,3489,0.39,0,v2,v1,4488,v2,0,v1,0.61,0,class2
8.22,3139,0.63,1,v2,v2,3321,v1,0,v1,1.03,1,class3
7.86,3148,0.51,1,v2,v1,4586,v3,2,v1,1.81,1,class1
5.54,3143,0.43,1,v2,v1,5597,v1,2,v1,1.16,1,class3
1.57,3262,0.56,1,v2,v1,3524,v2,1,v1,0.58,0,class2
5.67,3420,0.47,0,v2,v2,5328,v3,2,v3,0.58,1,class3
1.57,3549,0.42,1,v1,v1,4264,v2,0,v1,1.78,1,class3
7.72,3136,0.26,1,v2,v2,3617,v2,1,v1,1.13,0,class1
7.78,3135,0.22,2,v1,v1,6295,v2,0,v1,1.77,2,class2
1.46,3142,0.52,2,v2,v1,4565,v2,1,v1,0.56,2,class2
6.19,3136,0.42,1,v2,v1,6213,v1,2,v1,1.59,2,class2
5.19,3240,0.48,0,v2,v1,4483,v3,2,v1,1.39,2,class1
5.88,3072,0.55,2,v1,v1,3510,v2,2,v1,0.6,0,class2
6.93,3472,0.59,2,v2,v1,3853,v2,2,v1,1.26,0,class2
5.6,3122,0.14,2,v2,v2,4590,v3,0,v3,1.26,2,class2
2.43,3313,0.34,0,v2,v1,3317,v2,1,v1,1.96,0,class1
2.03,3139,0.52,2,v2,v2,3614,v3,2,v3,0.57,1,class1
6.89,3129,0.29,2,v1,v1,7270,v2,2,v1,1.98,0,class3
5.57,3367,0.4,0,v2,v1,6269,v3,0,v1,0.77,2,class3
1.43,3361,0.64,1,v2,v2,4529,v1,2,v3,0.58,1,class1
1.63,3126,0.6,2,v2,v2,6978,v2,1,v3,1.83,2,class1
4.57,3145,0.14,1,v1,v1,7251,v1,1,v1,1.64,0,class2
5.56,3135,0.51,2,v1,v1,5343,v3,0,v1,0.59,1,class2
2.25,3142,0.14,1,v1,v1,7171,v3,2,v1,1.81,1,class3
7.69,3293,0.47,0,v1,v1,7201,v1,2,v1,1.08,1,class3
8.31,3117,0.61,2,v2,v1,6403,v2,1,v1,1.99,2,class2
5.63,3140,0.52,2,v2,v1,3287,v2,0,v2,0.83,0,class3
5.47,3360,0.53,1,v1,v1,3074,v3,0,v1,0.55,0,class2
7.05,3129,0.49,2,v2,v1,3292,v1,0,v1,1.78,0,class2
2.24,3150,0.63,2,v2,v1,4497,v3,1,v1,0.59,1,class1
7.71,3361,0.55,0,v1,v1,4024,v2,1,v1,1.79,0,class2
7.06,3513,0.65,1,v2,v1,4293,v2,1,v1,0.6,1,class3
2.52,3122,0.66,2,v2,v1,3229,v2,1,v1,0.57,0,class3
6.92,3073,0.13,1,v1,v1,4507,v1,1,v1,1.32,1,class3
7.83,3139,0.39,2,v1,v1,7260,v3,2,v1,0.55,0,class2
2.23,3170,0.48,0,v1,v1,7344,v1,0,v1,0.6,2,class3
1.9,3120,0.49,2,v2,v1,4514,v2,2,v1,0.58,1,class1
4.04,3275,0.63,0,v2,v1,3696,v1,0,v1,0.77,1,class3
6.78,3144,0.57,2,v2,v1,6409,v2,0,v1,0.57,0,class2
8.11,3143,0.48,2,v2,v1,7191,v3,0,v1,1.34,2,class1
1.93,3364,0.64,0,v1,v1,7121,v1,0,v1,1.9,0,class2
7.91,3605,0.17,1,v1,v2,7282,v3,1,v3,1.24,0,class3
5.59,3610,0.4,1,v2,v1,4544,v1,2,v1,1.24,1,class3
7.24,3260,0.48,0,v2,v1,4500,v2,2,v1,0.6,1,class1
6.43,3137,0.63,2,v2,v1,6276,v3,1,v1,1.92,2,class1
6.38,3122,0.52,2,v2,v1,7285,v3,2,v1,0.79,2,class1
1.46,3150,0.44,2,v2,v1,3489,v2,1,v1,1.62,0,class2
5.81,3210,0.39,0,v1,v1,4559,v1,2,v1,1.15,0,class3
6.74,3069,0.13,2,v1,v1,7289,v1,1,v1,2.05,0,class3
1.5,3148,0.18,2,v2,v2,4475,v1,1,v3,1.18,1,class1
7.36,3146,0.65,2,v2,v1,7216,v2,1,v1,1.74,0,class1
5.63,3441,0.61,0,v2,v1,7311,v3,1,v1,2.03,0,class1
7,3125,0.62,2,v1,v1,7249,v1,1,v1,1.65,0,class3
6.25,3607,0.48,1,v2,v2,7226,v2,0,v3,0.84,1,class2
6.92,3338,0.22,1,v1,v1,6614,v3,1,v1,1.71,0,class2
5.45,3130,0.5,2,v1,v2,4518,v3,0,v3,1.77,1,class1
1.48,3127,0.14,2,v1,v1,3225,v2,2,v1,1.71,1,class2
2.55,3141,0.44,0,v1,v1,4246,v2,2,v1,1.66,1,class1
7.48,3566,0.13,0,v2,v1,5429,v2,1,v1,1.74,1,class3
1.83,3380,0.61,1,v2,v1,4096,v2,1,v1,1.86,1,class2
1.53,3124,0.64,2,v2,v2,4146,v3,2,v3,2.04,2,class2
1.41,3243,0.47,0,v1,v1,4527,v2,1,v1,1.69,1,class3
1.55,3484,0.56,0,v2,v1,2999,v1,0,v1,1.49,0,class1
6.13,3466,0.61,2,v2,v1,3449,v1,0,v1,1.75,0,class2
1.87,3147,0.53,2,v2,v2,4471,v3,1,v2,1.35,0,class3
5.92,3287,0.52,0,v2,v1,7351,v2,0,v1,0.84,1,class3
5.99,3132,0.63,2,v2,v1,4511,v1,0,v1,1.09,1,class3
1.76,3213,0.25,0,v2,v1,3727,v1,2,v1,1.86,1,class1
3.24,3300,0.43,0,v1,v1,3246,v1,2,v1,2.01,2,class2
6.15,3071,0.14,1,v1,v1,4732,v2,2,v1,0.58,1,class3
7.36,3123,0.42,2,v1,v1,7351,v3,2,v1,1.62,0,class2
5.79,3141,0.48,2,v2,v1,3692,v2,1,v1,0.89,0,class2
4.57,3128,0.48,2,v1,v1,3147,v2,1,v1,1.15,0,class2
6.38,3069,0.47,2,v2,v1,4532,v3,0,v1,1.48,2,class2
7.24,3275,0.18,0,v1,v2,5475,v2,1,v3,0.8,1,class1
1.46,3152,0.67,1,v1,v1,3409,v3,1,v1,1.24,1,class3
1.68,3530,0.5,2,v1,v1,5914,v2,1,v1,1,2,class3
5.54,3140,0.14,2,v2,v1,6106,v3,1,v1,1.64,1,class2
3.91,3448,0.14,0,v2,v1,4606,v1,0,v1,1.15,1,class3
6.54,3122,0.53,2,v2,v2,3111,v2,0,v3,2.05,1,class1
5.5,3500,0.27,0,v2,v1,3212,v3,2,v1,1.19,1,class2
2.84,3149,0.45,2,v2,v1,3761,v1,0,v1,1.05,0,class1
1.91,3132,0.52,2,v1,v1,3415,v3,1,v1,1.73,2,class2
7.95,3140,0.26,1,v2,v1,7230,v1,1,v1,2.06,1,class2
2.7,3117,0.38,2,v2,v1,4477,v1,2,v1,1.75,2,class2
6.19,3123,0.14,2,v1,v1,4471,v2,2,v1,0.87,1,class3
8.11,3456,0.36,0,v1,v1,5540,v2,0,v1,1.74,2,class1
6.55,3611,0.4,0,v2,v1,7341,v1,1,v1,1.77,2,class3
5.62,3124,0.47,2,v2,v2,7180,v3,1,v3,0.69,2,class2
4.01,3304,0.14,0,v2,v1,4340,v3,1,v1,1.79,0,class2
4.25,3072,0.49,2,v2,v1,4440,v3,2,v1,0.58,0,class3
6.51,3150,0.67,1,v2,v1,6665,v2,2,v1,1.71,2,class1
8.28,3254,0.3,0,v2,v2,6056,v2,0,v3,1.86,1,class2
6.77,3551,0.67,2,v1,v1,7182,v3,2,v1,1.33,0,class3
5.62,3244,0.2,1,v2,v2,4156,v1,1,v3,1.64,1,class2
1.52,3399,0.5,0,v1,v1,4491,v2,1,v1,0.65,0,class3
6.05,3148,0.52,2,v1,v1,3569,v1,2,v1,1.69,1,class1
5.98,3584,0.51,1,v1,v1,3893,v2,1,v1,1.19,1,class3
6.28,3500,0.14,1,v1,v1,4533,v2,2,v1,0.67,0,class3
4.65,3474,0.51,2,v2,v1,4511,v3,0,v1,1.83,1,class2
5.26,3069,0.2,0,v1,v1,7233,v3,1,v2,0.6,1,class2
5.49,3266,0.13,0,v1,v1,4481,v1,0,v1,0.6,1,class2
6.25,3079,0.53,0,v1,v1,7313,v3,0,v1,1.41,1,class1
7.89,3316,0.31,0,v1,v2,3773,v2,0,v3,1.71,0,class1
6.17,3119,0.5,2,v2,v1,7244,v3,2,v1,0.57,0,class1
1.69,3123,0.45,2,v2,v1,3556,v1,0,v1,1.92,0,class3
3.6,3074,0.47,2,v2,v2,5655,v2,2,v3,0.92,2,class2
1.64,3069,0.53,1,v2,v1,4169,v2,0,v1,1.86,0,class2
8.19,3558,0.48,1,v2,v2,4473,v2,2,v3,1.27,1,class2
1.74,3599,0.53,0,v2,v1,4557,v3,2,v1,0.55,1,class3
6.95,3122,0.46,2,v2,v1,3169,v2,1,v1,0.57,2,class1
6.67,3331,0.58,0,v1,v1,7259,v3,1,v2,1.12,0,class3
5.63,3133,0.36,2,v1,v1,7241,v3,0,v1,0.91,2,class3
6.05,3150,0.14,2,v1,v1,4479,v1,2,v1,1.27,1,class1
2.61,3496,0.58,1,v2,v1,7170,v3,0,v1,1.67,2,class3
1.79,3130,0.13,2,v1,v1,4213,v2,2,v1,1.17,1,class1
5.72,3478,0.48,0,v1,v1,7336,v3,2,v1,1.7,2,class1
5.65,3126,0.13,1,v1,v1,3001,v2,1,v1,1.22,1,class1
7.74,3532,0.53,1,v1,v1,3106,v3,1,v1,0.84,1,class3
5.95,3577,0.34,1,v2,v1,4510,v3,1,v1,1.96,1,class3
7.25,3076,0.39,1,v2,v1,3891,v2,0,v1,1.69,0,class3
6.21,3546,0.13,0,v1,v1,4355,v2,1,v1,0.74,1,class3
1.58,3070,0.5,1,v1,v1,3057,v2,1,v1,0.89,0,class3
5.51,3484,0.62,2,v1,v1,4521,v2,1,v1,1.62,2,class2
6.51,3120,0.23,2,v1,v2,7215,v2,2,v3,2.02,0,class1
6.75,3070,0.37,1,v1,v1,3011,v2,1,v1,1.13,0,class3
7.08,3119,0.45,2,v1,v1,6193,v3,1,v1,1.21,1,class2
5.6,3128,0.43,2,v2,v2,4588,v2,0,v3,0.59,1,class3
5.76,3529,0.41,0,v2,v1,3402,v2,1,v1,1.67,1,class3
2,3074,0.51,2,v2,v1,5029,v3,0,v1,1,1,class3
1.53,3121,0.58,2,v2,v2,4555,v1,2,v2,1.08,0,class3
5.72,3522,0.51,2,v2,v1,7183,v3,2,v2,0.59,0,class2
6.16,3138,0.39,2,v2,v1,6834,v3,2,v1,0.56,2,class2
5.54,3618,0.46,1,v2,v1,5608,v2,1,v1,1.51,1,class3
6.49,3148,0.48,2,v1,v2,6910,v2,2,v3,1.82,0,class1
6.13,3123,0.17,1,v2,v1,3009,v2,2,v1,1.28,1,class2
6.79,3122,0.14,1,v1,v1,4233,v3,0,v3,1.51,1,class2
6,3406,0.53,0,v2,v1,4376,v2,2,v1,0.9,1,class3
3.14,3342,0.4,0,v1,v1,7240,v2,2,v1,2,0,class2
7.69,3192,0.47,0,v2,v1,7221,v2,0,v2,1.12,2,class3
1.54,3582,0.3,0,v1,v1,4563,v3,0,v1,1.06,1,class2
1.7,3234,0.52,0,v2,v1,7350,v3,0,v1,0.57,1,class2
4.63,3119,0.63,2,v1,v1,7075,v2,0,v1,1.77,0,class1
1.68,3499,0.51,1,v2,v2,7284,v3,2,v3,1.83,0,class2
5.63,3137,0.18,1,v2,v1,7288,v3,1,v1,1.76,2,class1
5.72,3536,0.51,1,v2,v1,4556,v3,2,v1,1.98,1,class3
1.87,3139,0.14,2,v1,v2,6178,v2,2,v3,1.97,1,class2
1.78,3149,0.14,2,v2,v1,4543,v3,0,v1,0.67,2,class2
7.9,3148,0.49,2,v2,v1,4167,v2,0,v1,1.26,1,class2
1.93,3076,0.38,2,v2,v1,5875,v2,2,v1,2.02,2,class3
5.74,3547,0.61,1,v2,v1,4563,v1,0,v1,1.26,0,class3
1.54,3146,0.47,2,v1,v1,7226,v1,2,v1,0.6,2,class1
5,3117,0.65,1,v2,v2,4179,v1,1,v3,1.27,1,class3
5.49,3132,0.14,1,v2,v1,7161,v2,2,v1,1.2,0,class2
1.68,3122,0.53,2,v2,v1,4525,v3,1,v1,1.06,2,class2
1.59,3371,0.44,0,v2,v1,7340,v2,1,v1,1.34,0,class1
7.07,3125,0.46,2,v2,v1,7161,v3,2,v1,0.57,0,class2
4.49,3516,0.43,1,v1,v1,4878,v2,2,v1,2,1,class3
2.34,3509,0.54,0,v1,v1,7250,v2,0,v1,1.81,1,class3
1.44,3152,0.47,1,v1,v1,4656,v2,0,v1,1.39,2,class3
5.46,3333,0.31,0,v2,v1,4060,v3,0,v2,2.04,0,class1
1.73,3529,0.48,1,v2,v1,3920,v1,1,v2,1.33,0,class3
6.25,3591,0.14,2,v1,v1,4806,v2,1,v1,2.02,1,class3
6.54,3134,0.37,2,v2,v1,5692,v3,1,v1,1.6,1,class1
1.62,3476,0.67,2,v2,v1,7242,v1,2,v1,0.83,2,class2
7.58,3460,0.14,0,v2,v1,4270,v2,1,v1,1.77,0,class1
7.32,3489,0.41,0,v2,v2,7185,v3,1,v1,0.64,1,class1
5.61,3129,0.35,2,v2,v1,4586,v3,2,v1,0.56,1,class3
7.25,3144,0.31,2,v2,v1,4555,v1,1,v1,1.23,1,class2
5.85,3266,0.28,0,v2,v1,3044,v3,1,v1,2.03,0,class2
5.78,3150,0.42,2,v1,v1,4530,v2,1,v1,1.85,1,class1
7.07,3215,0.51,0,v2,v1,4005,v3,0,v2,1.31,1,class3
5.77,3587,0.52,0,v2,v2,4137,v2,1,v3,1.27,0,class3
1.87,3216,0.61,0,v2,v1,4542,v3,0,v1,0.98,2,class3
5.59,3213,0.46,0,v2,v1,4863,v2,2,v1,0.79,1,class3
7.07,3131,0.67,2,v1,v1,7272,v3,1,v1,1.68,2,class1
1.7,3148,0.53,2,v1,v2,4021,v3,0,v2,0.71,0,class2
1.68,3115,0.46,1,v1,v1,7300,v2,1,v1,1.77,0,class2
5.6,3151,0.39,2,v1,v1,5498,v1,1,v2,1.02,2,class3
