@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 numeric
@attribute V80 numeric
@attribute V81 numeric
@attribute V82 numeric
@attribute V83 numeric
@attribute V84 numeric
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 numeric
@attribute V90 numeric
@attribute Class {1,2,3}

@data
-1,2,18,4,-7,0,-1,2,18,4,-7,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-2,1,19,4,-6,0,-1,2,18,5,-6,0,-1,2,24,2,-9,0,0,-1,16,9,-3,-1,-2,3,29,4,-8,-1,-1,0,-4,4,-6,0,-2,1,23,2,-12,0,0,1,8,4,-2,0,0,1,17,1,-3,0,2
-2,1,19,3,-6,0,-2,1,18,3,-5,1,-2,1,21,3,-5,0,-2,0,19,3,-5,1,-2,1,21,3,-5,0,-2,1,18,3,-5,0,-2,1,19,3,-5,0,-2,0,19,2,-6,1,-2,0,19,1,-4,1,-5,4,18,-3,-12,1,-2,0,14,3,-4,0,-2,1,26,2,-6,0,-4,2,11,0,-9,0,-2,0,22,4,-4,-1,-1,1,17,0,-6,1,2
-2,1,19,4,-6,0,-2,1,18,4,-7,0,-2,1,20,5,-6,0,-2,1,21,5,-6,0,-2,1,21,3,-6,0,-2,1,21,5,-6,0,-2,1,21,5,-6,0,-2,1,21,3,-6,0,-2,2,15,2,-9,0,-1,1,29,3,-3,-1,0,1,23,4,-4,0,0,-1,3,5,-5,0,0,0,26,5,-4,0,-2,4,19,1,-11,-1,0,0,24,2,-3,-1,2
-4,0,8,5,-1,2,-4,0,7,5,-2,3,-4,1,7,5,-2,2,-4,0,9,6,-2,2,-5,1,5,5,-1,2,-4,0,7,5,-2,2,-5,1,8,6,-2,2,-4,1,8,5,-1,2,-4,0,9,5,0,0,-3,-1,10,7,-3,1,-1,-1,13,8,7,1,-6,2,15,4,-4,1,-5,0,8,8,-1,1,-3,1,22,7,1,0,-4,1,-6,2,-2,1,2
-4,1,7,5,-2,2,-4,0,7,5,-2,3,-4,1,8,6,-3,2,-5,1,8,6,-2,2,-5,1,7,5,-2,2,-4,1,7,5,-2,2,-4,1,7,5,-2,2,-5,1,7,5,-2,2,-4,1,8,5,1,1,-4,2,7,3,-1,2,-4,2,3,4,-1,2,-4,1,0,4,0,2,-5,1,0,4,1,1,-3,1,2,4,-1,2,-3,3,18,2,1,0,2
-4,0,7,5,-2,2,-4,0,5,5,-3,2,-4,0,7,5,-2,2,-4,0,9,5,-3,2,-4,1,8,5,-3,2,-4,0,8,4,-3,2,-4,0,8,6,-3,2,-4,0,8,4,-3,2,-1,-1,17,6,4,1,-4,-1,12,5,1,2,-4,-1,7,6,-2,0,-3,-1,2,8,2,1,-4,1,2,-1,-5,1,-3,-2,7,7,-1,1,-3,1,-2,3,-4,1,2
-4,0,8,6,-2,2,-4,0,5,5,-3,2,-4,0,7,5,-2,2,-4,0,8,4,-3,2,-3,0,8,4,-2,3,-4,0,7,5,-2,2,-4,0,8,4,-2,2,-4,0,8,6,-2,2,-6,0,14,4,-4,1,-3,0,2,4,-1,1,-2,-1,1,7,2,1,-4,1,2,3,-5,1,-6,0,8,3,-7,1,-3,-1,2,6,2,1,-5,2,2,0,-5,1,2
-4,0,8,6,-2,2,-4,1,7,6,-3,2,-4,0,8,6,-2,2,-4,1,8,6,-3,2,-4,1,7,5,-2,2,-5,1,8,6,-2,2,-4,0,8,6,-2,2,-4,1,7,5,-2,2,-4,1,5,6,-2,2,-6,1,5,5,-6,1,-4,0,1,5,-5,2,-4,1,16,7,-1,2,-5,1,-5,4,-3,1,-5,1,7,3,-3,1,-2,1,2,6,3,0,2
-4,0,7,5,0,2,-5,0,5,4,-1,2,-4,0,9,4,-2,2,-5,-1,8,6,-2,2,-4,-1,9,5,-1,2,-4,0,8,4,-1,1,-4,0,8,4,-2,2,-4,0,8,4,0,2,-4,1,5,1,-2,1,-4,-1,5,7,-2,2,-6,0,10,2,-4,0,-4,0,17,4,0,1,-3,-1,9,6,3,1,-4,0,-3,5,-4,1,-2,1,4,2,2,1,2
-15,22,123,-98,1,-15,29,19,13,23,59,17,20,-14,38,1,44,-6,8,-12,23,16,7,-2,-2,1,16,3,7,-2,-2,2,22,0,8,-3,-1,2,21,1,7,-2,-4,3,19,1,5,-4,-4,1,19,4,4,-3,-6,3,4,-4,3,-4,-3,3,15,2,3,-4,-3,2,22,1,7,-3,-4,2,18,-1,5,-3,-5,3,3,-5,1,-4,-6,5,3,-7,1,-3,1
35,3,81,-26,135,6,3,-2,100,-5,37,14,15,-11,55,8,33,3,17,2,29,-18,35,14,1,-6,55,5,19,-11,11,-1,63,3,51,-13,14,-5,38,2,58,-3,12,-14,2,17,10,-1,25,-22,-1,27,31,1,24,-19,7,25,30,0,16,-15,10,20,19,-1,21,-12,23,14,23,0,-2,-2,9,1,0,0,-1,-2,-9,-1,-1,-1,-2,0,-7,-4,-1,0,1
49,-5,16,7,64,0,24,-30,28,46,33,-1,16,-20,22,31,26,0,15,1,5,3,26,1,1,15,14,-20,4,0,-13,11,-4,-11,-12,-1,-14,0,5,4,-15,-1,3,-2,-1,1,0,0,4,0,-3,1,5,0,2,1,4,-3,0,-1,3,1,-3,-2,2,-1,1,0,-3,-1,1,-1,-1,0,-10,-2,-1,-1,1,-1,2,1,3,-1,3,-4,-3,7,3,-1,1
12,-6,25,13,17,-1,10,-2,10,3,10,0,10,-1,16,6,13,-1,6,0,15,3,6,-1,7,-1,21,3,7,-1,8,-3,26,10,12,-2,5,-1,5,3,1,0,-9,5,6,-3,-10,0,-12,7,-10,-10,-15,-1,-12,13,-10,-17,-18,-1,-11,11,-4,-12,-13,-1,-14,7,10,-8,-18,-1,-4,0,5,1,-5,-1,-4,0,10,1,-2,-1,-3,0,-13,-1,-5,-1,1
17,-36,-29,-4,22,-66,-10,6,22,11,-13,6,-2,17,-5,-21,-7,3,-3,6,10,-6,-7,0,-17,-2,-2,5,-23,-1,-3,3,-3,-1,-4,-2,-2,2,2,-1,-4,-2,-4,3,3,-1,-7,-2,-4,2,8,0,-6,-1,-2,0,-3,2,-3,-1,-2,1,4,-2,-5,-2,-1,0,-9,0,-3,-1,-1,1,1,-2,-4,-2,0,-1,4,5,3,-1,-1,-1,-6,3,4,-1,1
-11,9,16,-17,-22,6,-17,4,10,-2,-28,-2,3,2,-2,-1,7,0,-11,6,4,-3,-10,-1,-18,7,-1,-8,-18,-1,-20,11,7,-9,-21,-1,-16,10,-7,-10,-20,-2,-16,9,-3,-11,-18,-2,-13,6,10,-5,-17,-2,-1,-1,-11,0,0,-1,-1,0,-1,2,-4,-2,-1,-1,8,1,1,-1,0,0,8,-1,-1,-1,-1,-1,10,3,1,-2,-1,-1,-2,1,2,-1,1
-36,-24,-6,87,-44,-34,10,-4,-2,9,15,-2,8,-6,3,8,11,-1,4,-5,8,8,8,-1,2,-1,1,4,3,-1,-2,0,10,-3,-3,-1,-4,2,4,-3,-5,0,-6,2,4,0,-8,-1,-2,0,9,1,-3,-1,-4,1,2,-3,-5,-2,-4,1,-16,-3,-5,-2,-2,0,19,3,0,-2,-4,1,10,-2,-3,-2,-1,-2,-4,-1,-3,-2,-1,0,-4,0,-3,-1,1
-22,12,-3,-14,-28,-2,-23,10,-4,-9,-25,-3,-22,11,-15,-11,-29,-2,-15,9,4,-9,-16,-2,-11,7,-4,-8,-15,-3,-6,2,-7,1,-7,-3,-2,-2,-11,3,-4,-2,-2,1,-9,-1,-2,-3,-2,1,4,0,1,-3,0,1,8,2,4,-3,-1,0,-5,0,1,-3,1,0,-4,2,0,-3,0,1,-4,-2,2,-4,-1,-1,-21,-2,-1,-4,0,1,-2,-2,0,-4,1
-29,-6,4,8,-32,-2,-24,5,-6,-7,-28,-1,-19,16,-5,-20,-14,-3,-22,13,-7,-15,-22,-4,-25,3,-1,-5,-27,-2,-17,-1,-3,1,-16,-3,-11,3,-2,-4,-9,-2,-1,0,3,0,4,-3,-3,-1,-18,-1,1,-2,-3,-1,-3,-3,1,-3,-3,0,-13,0,0,-3,-4,1,5,-2,2,-3,-3,0,-20,-1,2,-4,-2,-2,2,-3,3,-4,-1,-1,-10,0,6,-4,1
59,-6,46,41,191,-14,32,-2,47,22,112,-23,43,9,23,-6,144,-30,30,0,56,11,125,-35,28,7,45,0,114,-27,22,5,31,0,89,-23,18,7,52,2,75,-19,-2,3,12,-6,-14,-1,0,1,12,-8,-9,-4,1,3,23,4,-3,-1,-1,0,6,-6,-13,-1,1,-1,13,-9,-9,0,2,0,-3,-13,-13,-3,0,1,3,-19,-17,-2,0,1,-1,-11,-17,-2,1
25,12,40,-29,61,-5,66,45,98,-107,158,1,-3,-1,8,-13,-1,2,-4,2,-1,-12,-14,0,-4,2,18,0,-4,0,-5,-2,24,1,-16,-5,-4,2,25,0,-13,-8,-2,0,5,-8,-14,-6,-1,2,19,2,-12,-6,2,-2,-27,-19,-30,-3,11,3,-30,6,-4,3,22,10,-32,7,42,22,15,2,-240,36,38,0,13,-2,-193,32,37,-10,3,-14,-210,26,11,-68,1
19,30,44,-117,37,40,-32,7,23,-7,-66,0,-9,10,-14,-19,-1,0,-11,3,-13,-7,-9,-2,-9,6,4,-10,1,-1,-8,-2,8,-1,-2,0,-2,0,2,-2,9,-3,-2,0,7,-2,5,-1,-8,1,3,-9,-5,0,-4,1,14,-7,2,0,-4,2,0,-10,4,-1,78,1,91,37,250,-54,4,-1,7,-13,-10,-6,2,0,-13,-16,-15,-5,2,1,-1,-15,-18,-4,1
16,16,31,-26,69,-27,12,8,11,-29,54,-26,-9,5,24,-9,-15,-5,-6,0,15,0,-21,17,-4,-2,2,-8,-17,-14,-9,6,22,-10,-10,-28,-7,6,27,2,-12,8,-2,1,16,0,-9,-1,0,-1,16,3,-4,-2,0,-1,25,3,-2,-1,0,-2,17,5,-1,-3,-1,1,27,-1,-2,-3,0,2,10,-11,-8,-4,-1,0,-8,-10,-15,-4,0,1,5,-7,-9,-3,1
-19,4,47,-47,-57,-30,-28,31,30,-135,-78,-40,-31,34,45,-167,-91,-49,-24,42,50,-221,-82,-42,-16,55,35,-266,-52,-23,0,1,22,-4,9,9,-7,8,21,-14,0,-2,0,4,22,-7,-26,15,-2,0,16,-7,8,-3,-1,-1,11,2,5,-2,-1,1,15,2,2,-2,-1,0,18,6,5,-2,-3,-1,17,3,2,-2,-2,1,-5,1,-2,-2,-2,0,10,4,1,-3,1
15,-13,-4,39,-31,84,-14,3,1,-4,-87,-10,-27,5,-17,-27,-23,-5,-19,4,6,-4,-13,-2,-8,0,14,-10,12,-5,-2,-2,6,-4,15,-6,-2,-1,11,-7,10,-2,-2,-1,11,-6,5,-2,-2,-1,10,-5,6,-2,-2,-1,9,-6,6,-2,-2,0,9,-5,5,-2,-2,0,11,-6,5,-2,-2,0,9,-6,6,-2,-2,-1,12,-5,5,-2,-2,-1,11,-6,5,-2,1
40,-13,27,26,55,1,32,-4,31,5,49,0,27,-8,36,16,42,0,20,-14,22,24,31,-1,20,-13,15,22,27,-1,16,-6,30,13,24,-2,13,0,34,4,21,-1,1,0,4,2,-1,-1,1,-1,23,7,-1,-1,0,0,19,5,3,-1,0,0,18,1,-2,-1,24,-217,179,1016,339,-233,-14,-7,-32,14,1,-53,-70,-12,18,8,-153,-8,-4,1,9,-7,-3,-1,1
-12,-5,20,-3,-24,0,0,17,11,-31,-5,-1,-1,9,32,-9,6,-1,-10,0,23,8,-11,0,-3,0,18,4,-4,-2,-4,1,13,2,-3,-2,-4,2,10,1,-7,-2,-4,2,19,-1,-10,-2,-4,2,17,2,-3,-2,-4,2,27,2,-6,-2,-2,0,5,1,-6,-1,-1,0,23,3,0,-2,0,-1,3,2,-5,-1,-2,0,23,2,-5,-1,-4,2,15,-1,-9,-2,1
-13,-7,18,19,-15,0,-11,3,10,-5,-17,-2,-9,8,18,-11,-13,-2,-9,9,17,-11,-16,-1,-12,5,20,-2,-16,-2,-13,-2,18,6,-19,-1,-11,2,13,-2,-18,0,-3,0,22,2,0,-2,-4,1,24,-1,-8,-1,-3,0,15,2,-9,-2,-4,2,24,-3,-8,-2,-3,0,23,2,-8,-2,-4,2,13,-1,-8,-2,-2,-1,22,2,-2,-2,-2,-1,22,2,-2,-2,1
-53,16,-17,-39,-98,-22,-48,19,8,-32,-61,3,-40,19,12,-29,-55,-2,-31,16,6,-32,-23,-5,-22,8,-2,-17,-11,-4,-6,0,-15,-6,2,-4,-5,-2,-6,-5,6,-3,-5,-1,8,-4,10,-3,-2,-2,-5,-6,15,-2,-4,-1,8,-3,15,-1,-4,-2,7,-7,18,-4,-8,-1,-24,-7,4,-5,4,-8,-165,9,23,-5,4,-9,-165,9,24,-5,5,-9,-164,7,24,-6,1
-39,3,11,5,-67,-2,-34,31,17,-60,-62,-16,-20,30,17,-51,-38,15,-7,1,14,-16,-17,-8,-4,5,21,-10,-13,-4,1,6,18,-13,2,-4,-1,10,16,-24,-4,-8,8,-1,23,5,10,-2,7,-1,18,5,7,-1,2,-3,28,7,3,-2,0,-5,15,9,-2,-1,-1,-6,20,11,-2,-2,1,-1,17,5,0,-2,0,1,26,2,-2,-1,-5,0,20,-3,-11,-3,1
-15,22,123,-98,1,-15,29,19,13,23,59,17,20,-14,38,1,44,-6,8,-12,23,16,7,-2,-2,1,16,3,7,-2,-2,2,22,0,8,-3,-1,2,21,1,7,-2,-4,3,19,1,5,-4,-4,1,19,4,4,-3,-6,3,4,-4,3,-4,-3,3,15,2,3,-4,-3,2,22,1,7,-3,-4,2,18,-1,5,-3,-5,3,3,-5,1,-4,-6,5,3,-7,1,-3,1
-46,66,-21,-115,-11,-1,-71,3,8,-15,-78,-2,-79,9,13,-3,-111,-2,-44,29,-11,-36,-67,-3,-15,28,-6,-32,-15,-3,-15,7,9,0,-19,-2,-7,-11,30,23,-8,-2,-5,5,-1,-3,-4,-3,-6,3,2,1,-5,-3,-6,3,-1,2,-6,-2,-4,3,19,2,-1,-2,-5,3,2,-1,-5,-3,-4,2,8,2,-3,-3,-2,2,13,1,0,-2,-1,1,19,7,4,-3,1
-14,11,-10,-10,-19,-2,-9,4,4,-1,-11,-3,-12,-3,-6,12,-16,-3,-7,-2,-2,9,-8,-3,-3,-2,4,7,-2,-3,1,0,1,5,5,-3,1,-1,12,6,5,-3,1,1,4,2,5,-4,1,2,-10,1,2,-3,-1,0,10,3,3,-3,1,1,9,6,8,-4,0,1,4,4,7,-3,-1,0,10,3,3,-3,1,1,9,6,8,-4,0,1,4,4,7,-3,1
20,-16,9,26,29,-1,24,-3,30,8,38,-4,27,-9,-2,19,40,-2,27,-13,17,20,39,-2,20,-13,3,22,29,-1,16,-11,21,19,29,-3,20,-7,12,17,33,-2,-1,0,-8,4,2,-4,-1,0,2,4,4,-4,1,0,2,3,7,-3,-1,2,-1,0,4,-4,0,0,6,3,6,-4,-3,3,-5,-1,-5,-5,-3,1,-8,1,-2,-5,-1,1,-3,4,0,-5,1
30,-30,34,43,45,0,42,-31,26,47,63,-1,37,-21,14,29,53,-1,26,-14,20,16,40,-1,26,-14,16,19,41,-2,26,-18,9,27,42,-1,22,-13,9,18,35,-1,-1,0,2,-1,5,-4,-2,1,2,-2,1,-4,-1,-1,-1,1,2,-3,-2,0,10,-1,1,-2,-2,0,1,-1,0,-3,-1,0,2,-1,5,-4,-2,1,2,-2,1,-4,-1,-1,-1,1,2,-3,1
-74,30,55,-149,-163,20,-38,53,0,-83,-93,1,-47,10,-26,31,-67,-1,-57,21,16,-18,-70,-4,-55,21,5,-36,-68,-2,-42,24,-2,-36,-51,-4,-39,23,2,-30,-47,-4,3,-3,8,4,8,-3,1,-1,16,4,9,-3,1,-1,3,1,6,-3,1,-1,7,2,6,-3,1,-2,-6,4,7,-2,-2,1,5,-3,1,-4,-1,1,-4,-2,2,-4,-1,0,8,1,3,-5,1
-27,18,-3,-26,-39,-4,-34,10,6,-8,-45,-3,-32,4,2,-5,-43,-3,-15,-4,4,6,-18,-3,-12,-2,-3,2,-13,-2,-12,-1,16,4,-12,-2,-12,-2,9,7,-11,-3,0,0,14,0,8,-4,-1,0,3,1,4,-3,-1,-1,19,0,5,-3,1,-3,9,4,9,-4,-2,0,-9,-2,-2,-3,-1,0,3,1,4,-3,-1,-1,19,0,5,-3,1,-3,9,4,9,-4,1
188,-1,-42,220,192,-15,114,-17,95,30,153,2,95,-74,16,91,142,4,86,-67,31,101,119,-8,10,-6,3,10,18,-3,8,-4,11,8,18,-3,8,-2,9,4,18,-3,8,-2,12,7,15,-4,6,-2,3,4,13,-3,-4,1,3,-2,1,-4,-4,2,-6,-1,2,-4,-1,0,17,3,8,-5,0,-1,9,-1,5,-4,-2,2,9,-4,-1,-4,-1,1,-8,-2,2,-4,1
-116,41,-50,14,-206,-24,-84,-7,9,24,-131,-17,-54,9,-10,-18,-53,1,-49,44,9,-65,-54,-1,-55,31,-8,-41,-68,-3,-3,0,18,1,6,-2,-4,1,-6,-2,3,-2,-4,0,12,-1,1,-2,-4,-1,13,0,-1,-1,-3,0,1,-2,2,-2,0,-1,6,1,6,-3,-3,0,3,-2,4,-3,-1,-3,-4,0,7,-4,-4,1,8,-8,0,-4,-2,-1,4,1,5,-5,1
