@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100}

@data
0.015625,0.009766,0.025391,0.027344,0.001953,0.001953,0.011719,0,0.001953,0.013672,0.023438,0.007812,0.013672,0,0.009766,0,0.015625,0.029297,0.03125,0.011719,0.019531,0,0,0.007812,0,0.025391,0,0.015625,0.029297,0.005859,0.005859,0.001953,0.03125,0.005859,0.021484,0.046875,0.013672,0.029297,0.005859,0.003906,0.001953,0.046875,0.021484,0.001953,0.070312,0.001953,0.019531,0.048828,0,0.03125,0.027344,0.001953,0.021484,0.001953,0.023438,0,0.017578,0.068359,0.042969,0.005859,0,0.001953,0.019531,0.001953,1
0.009766,0.021484,0.019531,0.027344,0.003906,0.025391,0.023438,0,0.001953,0.023438,0.029297,0.003906,0.052734,0,0.011719,0,0.025391,0.029297,0.023438,0.013672,0.029297,0.001953,0,0.005859,0,0.027344,0,0.011719,0.048828,0.003906,0.001953,0,0.025391,0.001953,0.015625,0.037109,0.007812,0.021484,0.011719,0,0,0.039062,0.029297,0.007812,0.037109,0,0.021484,0.048828,0,0.019531,0.019531,0.001953,0.042969,0,0.021484,0,0.007812,0.03125,0.037109,0.003906,0.003906,0.003906,0.025391,0,1
0.017578,0.011719,0.023438,0.019531,0.003906,0.011719,0.015625,0,0,0.03125,0.013672,0.003906,0.037109,0.003906,0.015625,0,0.023438,0.042969,0.033203,0.019531,0.017578,0.003906,0,0.009766,0,0.017578,0.007812,0.015625,0.029297,0.013672,0.001953,0,0.033203,0,0.017578,0.025391,0.009766,0.041016,0.019531,0.001953,0,0.044922,0.015625,0.005859,0.056641,0.003906,0.029297,0.025391,0.001953,0.009766,0.017578,0.005859,0.039062,0.007812,0.048828,0,0.007812,0.029297,0.017578,0.013672,0,0.001953,0.023438,0,1
0,0,0.013672,0.015625,0.048828,0,0.033203,0,0.003906,0.013672,0,0.03125,0.001953,0.005859,0.037109,0,0.009766,0,0.019531,0.009766,0.021484,0.023438,0,0.017578,0.021484,0.033203,0.013672,0.035156,0.001953,0.029297,0.029297,0.025391,0,0,0.005859,0.001953,0.011719,0.048828,0.035156,0.011719,0.017578,0.003906,0.007812,0.03125,0.005859,0.017578,0.044922,0.058594,0.021484,0.015625,0,0.007812,0.035156,0.017578,0.025391,0.019531,0.005859,0.005859,0.017578,0.013672,0,0.011719,0,0.003906,13
0.001953,0.001953,0.025391,0.017578,0.029297,0.005859,0.041016,0,0.007812,0.011719,0.001953,0.019531,0.005859,0.001953,0.033203,0,0.013672,0.001953,0.005859,0.009766,0.017578,0.017578,0,0.013672,0.009766,0.041016,0.007812,0.033203,0.005859,0.044922,0.029297,0.007812,0.003906,0.003906,0.005859,0.001953,0.015625,0.056641,0.03125,0.025391,0.027344,0,0.007812,0.03125,0,0.037109,0.035156,0.054688,0.015625,0.023438,0.003906,0,0.052734,0.017578,0.044922,0.013672,0.005859,0,0.003906,0.003906,0,0,0.007812,0.003906,13
0,0,0.021484,0.037109,0.029297,0,0.041016,0.003906,0.007812,0.007812,0.001953,0.027344,0,0,0.033203,0,0.015625,0.001953,0.003906,0.015625,0.025391,0.013672,0,0.009766,0.011719,0.021484,0.003906,0.044922,0,0.027344,0.03125,0.041016,0.005859,0.003906,0.001953,0.005859,0.009766,0.041016,0.035156,0.017578,0.015625,0.003906,0.005859,0.015625,0.007812,0.029297,0.048828,0.058594,0.017578,0.013672,0.007812,0.001953,0.050781,0.019531,0.035156,0.019531,0.009766,0.003906,0.005859,0.011719,0.003906,0.007812,0.003906,0.001953,13
0.001953,0,0.009766,0.019531,0.03125,0.001953,0.029297,0,0.007812,0.017578,0,0.021484,0,0.003906,0.039062,0,0.005859,0,0.003906,0.009766,0.021484,0.021484,0,0.003906,0.009766,0.021484,0.009766,0.037109,0.003906,0.025391,0.029297,0.029297,0.009766,0,0.007812,0,0.005859,0.039062,0.037109,0.025391,0.017578,0.009766,0.009766,0.033203,0.003906,0.025391,0.050781,0.050781,0.011719,0.023438,0.001953,0,0.056641,0.029297,0.054688,0.013672,0.013672,0.005859,0.009766,0.019531,0,0.015625,0,0.001953,13
0,0,0.013672,0.015625,0.035156,0,0.023438,0,0.005859,0.017578,0,0.023438,0,0,0.03125,0,0.017578,0.003906,0.011719,0.003906,0.037109,0.015625,0,0.019531,0.013672,0.029297,0.007812,0.019531,0.005859,0.027344,0.021484,0.017578,0.003906,0,0.003906,0.003906,0.015625,0.039062,0.042969,0.019531,0.027344,0.011719,0.017578,0.023438,0.001953,0.023438,0.039062,0.066406,0.007812,0.023438,0.001953,0,0.066406,0.015625,0.048828,0.017578,0.015625,0.005859,0.011719,0,0.001953,0.009766,0.007812,0.007812,13
0.001953,0,0.011719,0.029297,0.033203,0,0.017578,0,0.005859,0.009766,0,0.023438,0.003906,0.001953,0.041016,0,0.009766,0.001953,0.003906,0.007812,0.027344,0.019531,0,0.007812,0.021484,0.023438,0.007812,0.023438,0,0.035156,0.044922,0.029297,0.003906,0,0.001953,0.003906,0.007812,0.035156,0.039062,0.019531,0.019531,0.003906,0.009766,0.035156,0,0.019531,0.064453,0.0625,0.023438,0.019531,0.001953,0.007812,0.048828,0.025391,0.037109,0.019531,0.007812,0.005859,0.013672,0.013672,0,0.001953,0.001953,0.001953,13
0.001953,0,0.017578,0.001953,0.054688,0.001953,0.019531,0,0.009766,0.009766,0,0.03125,0,0.003906,0.041016,0,0.007812,0,0.003906,0.005859,0.041016,0.023438,0,0.009766,0.011719,0.041016,0.007812,0.017578,0,0.033203,0.033203,0.007812,0.011719,0.005859,0.001953,0.005859,0.003906,0.035156,0.041016,0.017578,0.015625,0,0.011719,0.042969,0,0.035156,0.048828,0.066406,0.011719,0.023438,0.005859,0.001953,0.046875,0.017578,0.046875,0.021484,0.009766,0.001953,0.009766,0.009766,0,0.003906,0.007812,0,13
0.003906,0.001953,0.03125,0.011719,0.037109,0.001953,0.042969,0,0.009766,0.013672,0.007812,0.023438,0.007812,0,0.029297,0,0.003906,0.003906,0.001953,0.007812,0.027344,0.007812,0,0.011719,0.017578,0.039062,0.005859,0.023438,0.003906,0.011719,0.025391,0.029297,0.003906,0,0.003906,0.009766,0.023438,0.056641,0.025391,0.021484,0.009766,0.001953,0.017578,0.025391,0.001953,0.023438,0.050781,0.058594,0.007812,0.025391,0.011719,0,0.037109,0.019531,0.054688,0.015625,0.007812,0,0.015625,0.001953,0.007812,0.011719,0.003906,0.001953,13
0.001953,0,0.017578,0.013672,0.027344,0,0.009766,0,0.007812,0.013672,0.001953,0.019531,0.003906,0.005859,0.039062,0,0.011719,0.005859,0.005859,0.011719,0.046875,0.017578,0,0.011719,0.015625,0.027344,0.017578,0.021484,0,0.021484,0.019531,0.029297,0.001953,0,0,0.001953,0.007812,0.048828,0.033203,0.023438,0.027344,0.009766,0.021484,0.037109,0.001953,0.029297,0.050781,0.072266,0.005859,0.015625,0.003906,0,0.037109,0.021484,0.046875,0.023438,0.015625,0.001953,0.017578,0.003906,0,0.001953,0.005859,0.005859,13
0.001953,0,0.011719,0.013672,0.033203,0,0.037109,0,0.007812,0.021484,0.003906,0.027344,0.001953,0.001953,0.035156,0,0.007812,0.003906,0.003906,0.005859,0.03125,0.023438,0,0.015625,0.015625,0.029297,0.005859,0.03125,0,0.039062,0.025391,0.03125,0.001953,0,0.001953,0.001953,0.009766,0.042969,0.035156,0.017578,0.007812,0.005859,0.007812,0.03125,0.005859,0.019531,0.039062,0.064453,0.023438,0.025391,0.001953,0.009766,0.039062,0.027344,0.046875,0.023438,0.009766,0,0.017578,0.005859,0,0.001953,0.007812,0,13
0,0,0.021484,0.015625,0.041016,0,0.048828,0,0.009766,0.009766,0.001953,0.019531,0.001953,0.001953,0.037109,0,0.011719,0.001953,0.005859,0.011719,0.027344,0.013672,0,0.017578,0.003906,0.025391,0.005859,0.027344,0.007812,0.023438,0.025391,0.013672,0.005859,0.003906,0.007812,0.003906,0.015625,0.058594,0.033203,0.019531,0.017578,0.003906,0.011719,0.027344,0.003906,0.029297,0.044922,0.046875,0.007812,0.003906,0,0.003906,0.060547,0.019531,0.066406,0.019531,0.021484,0.003906,0.015625,0.003906,0,0.001953,0.003906,0.001953,13
0.005859,0.001953,0.005859,0.019531,0.041016,0,0.027344,0,0.005859,0.017578,0,0.021484,0,0.003906,0.037109,0,0.009766,0,0.007812,0.009766,0.033203,0.023438,0,0.011719,0.011719,0.027344,0.009766,0.019531,0.003906,0.021484,0.033203,0.023438,0.009766,0,0.007812,0,0.003906,0.042969,0.042969,0.035156,0.015625,0.005859,0.013672,0.035156,0.009766,0.033203,0.042969,0.060547,0.001953,0.023438,0,0,0.058594,0.027344,0.042969,0.021484,0.005859,0.003906,0.005859,0.005859,0,0.001953,0.005859,0.001953,13
0,0.001953,0.015625,0.013672,0.029297,0.001953,0.052734,0,0.007812,0.025391,0.001953,0.015625,0.003906,0.001953,0.019531,0,0.013672,0,0.015625,0.001953,0.019531,0.019531,0,0.019531,0.009766,0.044922,0.007812,0.041016,0.003906,0.037109,0.03125,0.019531,0.009766,0.003906,0.007812,0.003906,0.009766,0.052734,0.021484,0.011719,0.009766,0.005859,0.007812,0.035156,0.015625,0.019531,0.044922,0.048828,0.013672,0.011719,0.001953,0.001953,0.039062,0.027344,0.054688,0.017578,0.011719,0.007812,0.009766,0.005859,0,0.005859,0,0.005859,13
0,0,0.019531,0.015625,0.041016,0.003906,0.021484,0.001953,0.013672,0.005859,0,0.023438,0.003906,0.005859,0.050781,0,0.013672,0.005859,0.007812,0.007812,0.035156,0.023438,0.001953,0.009766,0.011719,0.029297,0.011719,0.017578,0.003906,0.03125,0.03125,0.033203,0.005859,0.005859,0,0.003906,0.021484,0.046875,0.035156,0.017578,0.023438,0.003906,0.007812,0.033203,0.001953,0.039062,0.048828,0.060547,0.015625,0.015625,0.003906,0,0.039062,0.009766,0.023438,0.017578,0.009766,0.001953,0.009766,0.007812,0.003906,0.001953,0.001953,0,13
0,0.001953,0.015625,0.011719,0.033203,0.003906,0.021484,0,0.009766,0.025391,0.003906,0.023438,0.001953,0.001953,0.046875,0,0.015625,0,0.005859,0.015625,0.044922,0.017578,0,0.011719,0.021484,0.033203,0.009766,0.023438,0.005859,0.033203,0.025391,0.019531,0.007812,0,0.005859,0.003906,0.007812,0.052734,0.042969,0.021484,0.013672,0.007812,0.011719,0.017578,0.001953,0.017578,0.044922,0.044922,0.015625,0.021484,0,0.001953,0.048828,0.029297,0.021484,0.013672,0.017578,0.001953,0.011719,0.005859,0.005859,0.007812,0.005859,0.003906,13
0.001953,0.001953,0.013672,0.011719,0.042969,0,0.021484,0,0.009766,0.011719,0.003906,0.017578,0,0.003906,0.035156,0,0.011719,0.001953,0.001953,0.011719,0.037109,0.023438,0,0.001953,0.015625,0.044922,0.009766,0.046875,0.013672,0.03125,0.029297,0.019531,0.007812,0,0.001953,0.003906,0.005859,0.052734,0.039062,0.021484,0.007812,0.009766,0.007812,0.025391,0.005859,0.023438,0.052734,0.070312,0.015625,0.013672,0,0.003906,0.035156,0.015625,0.042969,0.021484,0.007812,0.001953,0.011719,0.005859,0,0.005859,0.001953,0.003906,13
0,0,0,0.007812,0.027344,0,0.001953,0,0.007812,0.001953,0,0.029297,0.007812,0.035156,0.029297,0,0.011719,0.011719,0.041016,0.005859,0.001953,0.017578,0.017578,0.033203,0.042969,0.009766,0.039062,0.011719,0.001953,0.009766,0.029297,0.060547,0.009766,0,0,0.005859,0,0.003906,0.015625,0.017578,0.046875,0.005859,0.029297,0.013672,0.011719,0.023438,0.007812,0.017578,0.035156,0.001953,0,0.03125,0.033203,0.050781,0.001953,0.003906,0.001953,0.003906,0.005859,0.048828,0,0.050781,0,0.027344,24
0,0,0,0.009766,0.017578,0,0.001953,0,0.001953,0.005859,0.003906,0.021484,0.001953,0.042969,0.037109,0,0.007812,0.003906,0.021484,0.001953,0.007812,0.029297,0.005859,0.046875,0.037109,0.015625,0.050781,0.009766,0.005859,0.011719,0.025391,0.058594,0.007812,0,0.001953,0.001953,0.001953,0.007812,0.037109,0.017578,0.039062,0.007812,0.029297,0.013672,0.007812,0.027344,0.007812,0.027344,0.048828,0.001953,0,0.029297,0.044922,0.019531,0.017578,0.007812,0.007812,0.005859,0.007812,0.03125,0,0.041016,0,0.015625,24
0.001953,0.005859,0.005859,0.017578,0.035156,0,0.019531,0,0.013672,0.007812,0.015625,0.011719,0.009766,0.021484,0.013672,0,0.021484,0.017578,0.041016,0.009766,0,0.009766,0,0.039062,0.023438,0.039062,0.019531,0.025391,0.011719,0.011719,0.050781,0.082031,0.003906,0.003906,0,0,0.003906,0.005859,0.025391,0.021484,0.039062,0.013672,0.025391,0.017578,0.019531,0.021484,0.005859,0.007812,0.015625,0,0.001953,0.009766,0.041016,0.037109,0.011719,0.003906,0.003906,0.009766,0.007812,0.041016,0.001953,0.011719,0,0.005859,24
0,0,0,0.027344,0.033203,0,0.023438,0,0.005859,0.005859,0.007812,0.015625,0.003906,0.025391,0.03125,0,0.011719,0.001953,0.025391,0.007812,0.007812,0.009766,0.001953,0.046875,0.023438,0.027344,0.033203,0.005859,0.011719,0.005859,0.044922,0.060547,0.003906,0,0,0.009766,0,0.003906,0.033203,0.005859,0.035156,0.021484,0.042969,0.005859,0.011719,0.029297,0.009766,0.013672,0.041016,0,0.003906,0.021484,0.056641,0.03125,0.009766,0.005859,0,0.007812,0.005859,0.025391,0.003906,0.041016,0,0.013672,24
0,0,0,0.021484,0.033203,0,0.005859,0,0,0.003906,0.001953,0.019531,0,0.029297,0.03125,0,0.011719,0.009766,0.041016,0.003906,0.005859,0.021484,0.003906,0.048828,0.044922,0.017578,0.044922,0.023438,0.003906,0.005859,0.025391,0.064453,0.011719,0,0.001953,0.001953,0.003906,0.009766,0.029297,0.017578,0.042969,0.021484,0.042969,0.015625,0.019531,0.017578,0.013672,0.023438,0.023438,0.001953,0,0.017578,0.044922,0.017578,0.017578,0.001953,0,0.011719,0.005859,0.03125,0,0.027344,0,0.001953,24
0,0,0,0.025391,0.041016,0,0.015625,0,0,0.007812,0,0.019531,0,0.035156,0.03125,0,0,0.001953,0.019531,0.011719,0.003906,0.021484,0.005859,0.048828,0.025391,0.017578,0.033203,0.013672,0.001953,0.013672,0.033203,0.054688,0.009766,0,0,0,0.001953,0.003906,0.027344,0.007812,0.039062,0.017578,0.042969,0.017578,0.005859,0.03125,0.007812,0.023438,0.033203,0,0,0.021484,0.060547,0.037109,0.021484,0.003906,0.001953,0.009766,0.005859,0.027344,0,0.044922,0,0.013672,24
0,0,0.003906,0.011719,0.029297,0,0.007812,0,0.005859,0.001953,0,0.013672,0,0.019531,0.035156,0,0.007812,0.001953,0.037109,0.005859,0.007812,0.021484,0.011719,0.03125,0.03125,0.029297,0.033203,0.007812,0,0.017578,0.037109,0.070312,0.013672,0.005859,0,0,0.007812,0.001953,0.019531,0.011719,0.054688,0.015625,0.039062,0.019531,0,0.027344,0.007812,0.023438,0.054688,0,0,0.023438,0.058594,0.042969,0.019531,0.007812,0.001953,0,0.001953,0.009766,0.001953,0.035156,0.003906,0.009766,24
0,0,0,0.007812,0.029297,0,0.009766,0,0.017578,0,0,0.023438,0.005859,0.021484,0.023438,0,0.005859,0.011719,0.052734,0.003906,0.005859,0.011719,0.005859,0.050781,0.03125,0.013672,0.041016,0.019531,0.007812,0.007812,0.042969,0.044922,0.011719,0,0,0,0.001953,0.005859,0.03125,0.007812,0.056641,0.019531,0.025391,0.013672,0.005859,0.029297,0.003906,0.019531,0.052734,0.003906,0,0.011719,0.039062,0.03125,0.021484,0.003906,0,0.005859,0.001953,0.041016,0,0.039062,0,0.019531,24
0,0,0,0.011719,0.041016,0,0.007812,0,0,0.011719,0,0.017578,0,0.021484,0.021484,0,0.023438,0,0.027344,0,0.009766,0.009766,0.005859,0.046875,0.039062,0.023438,0.011719,0.019531,0.003906,0.017578,0.041016,0.050781,0.009766,0,0.005859,0.001953,0,0,0.029297,0.005859,0.072266,0.019531,0.050781,0.013672,0.005859,0.027344,0.007812,0.021484,0.042969,0.001953,0,0.019531,0.060547,0.027344,0.005859,0.007812,0.005859,0,0.013672,0.033203,0,0.041016,0.001953,0.003906,24
