@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100}

@data
0.036133,0.011719,0.003906,0,0.053711,0,0.006836,0.05957,0.027344,0,0,0.12793,0,0.015625,0,0,0.008789,0,0.006836,0.027344,0,0.012695,0.03125,0,0,0,0.008789,0,0.040039,0.000977,0.043945,0,0,0.066406,0.004883,0,0,0.025391,0.005859,0.006836,0,0,0.005859,0.03418,0.016602,0.040039,0.029297,0.010742,0.000977,0.032227,0,0,0,0.022461,0.13477,0,0.005859,0,0.013672,0,0,0,0,0.020508,1
0.001953,0.022461,0.005859,0.001953,0.064453,0,0.008789,0.053711,0.03418,0,0,0.3877,0.000977,0.041016,0,0,0.013672,0,0.007812,0.033203,0,0.000977,0.014648,0,0,0,0,0,0.033203,0.005859,0.020508,0,0,0.012695,0.013672,0,0,0.015625,0.001953,0.000977,0,0,0,0.005859,0.013672,0.004883,0.016602,0.057617,0.00293,0.023438,0,0,0,0.010742,0.044922,0,0.003906,0,0.012695,0,0,0,0,0.004883,1
0.045898,0.006836,0.000977,0.006836,0.035156,0,0.026367,0.012695,0.014648,0.017578,0.004883,0.083984,0,0.000977,0,0,0.014648,0,0.015625,0.022461,0,0.004883,0.006836,0,0,0.000977,0.040039,0,0.032227,0.000977,0.033203,0,0,0.069336,0.001953,0,0,0.033203,0.022461,0.015625,0.008789,0,0.020508,0.11035,0.007812,0.009766,0.025391,0.009766,0.001953,0.039062,0,0,0,0.03418,0.12402,0,0.000977,0,0.021484,0,0,0,0,0.014648,1
0.015625,0.023438,0.003906,0,0.084961,0.000977,0.007812,0.055664,0.024414,0.00293,0,0.23535,0,0.000977,0,0,0.023438,0,0.008789,0.041016,0,0,0.017578,0,0.004883,0,0.003906,0,0.022461,0.007812,0.03125,0,0,0.043945,0.005859,0,0,0.025391,0.010742,0.016602,0,0,0.005859,0.012695,0.02832,0.024414,0.015625,0.016602,0,0.014648,0,0,0,0.004883,0.12109,0,0.019531,0,0.003906,0,0,0,0,0.012695,1
0.022461,0.006836,0.005859,0.00293,0.048828,0,0.025391,0.048828,0.020508,0.008789,0,0.16211,0,0.000977,0,0,0.012695,0,0.018555,0.020508,0,0,0.035156,0.004883,0,0.006836,0.007812,0,0.03418,0,0.039062,0,0.00293,0.049805,0.006836,0,0,0.027344,0.009766,0.021484,0.003906,0,0.011719,0.03125,0.012695,0.019531,0.023438,0.014648,0,0.016602,0,0,0.001953,0.019531,0.15332,0,0.010742,0,0.007812,0,0,0,0,0.021484,1
0.000977,0.030273,0.009766,0,0.10352,0.004883,0,0.080078,0.039062,0,0,0.060547,0.017578,0.018555,0,0.000977,0.041016,0.000977,0.00293,0.03418,0,0.00293,0.040039,0,0,0.001953,0.001953,0.001953,0.035156,0.020508,0.040039,0,0.000977,0.000977,0.019531,0,0,0.009766,0,0.001953,0,0.001953,0.000977,0.003906,0.032227,0.008789,0.032227,0.084961,0.006836,0.03418,0,0,0,0.011719,0.094727,0,0.016602,0,0.018555,0,0,0.000977,0.02832,0,13
0.004883,0.061523,0.021484,0.000977,0.045898,0.005859,0.006836,0.070312,0.064453,0.000977,0,0.003906,0.023438,0.012695,0,0.004883,0.078125,0,0.004883,0.045898,0,0,0.020508,0.000977,0.000977,0,0.023438,0.005859,0.044922,0.016602,0.041016,0,0,0.011719,0.020508,0,0,0.018555,0.015625,0.004883,0.004883,0.007812,0.025391,0.03418,0.005859,0.016602,0.036133,0.043945,0.006836,0.014648,0,0,0.001953,0.008789,0.032227,0,0.00293,0,0.018555,0,0,0,0.036133,0.020508,13
0,0.048828,0.020508,0,0.083008,0.004883,0.000977,0.080078,0.050781,0,0,0.082031,0.013672,0.016602,0,0.001953,0.046875,0,0.001953,0.05957,0,0.00293,0.042969,0.000977,0,0,0,0.001953,0.05957,0.037109,0.044922,0,0,0.00293,0.025391,0,0,0.00293,0,0,0,0.00293,0,0,0.017578,0.005859,0.022461,0.079102,0.007812,0.052734,0,0.001953,0.000977,0.008789,0.022461,0,0.00293,0,0.018555,0,0,0,0.022461,0,13
0,0.060547,0.03125,0,0.10449,0.015625,0,0.097656,0.035156,0,0,0.004883,0.018555,0.011719,0,0,0.10254,0.010742,0,0.06543,0,0,0.05957,0,0,0,0.001953,0.003906,0,0.017578,0.006836,0,0,0.00293,0.024414,0,0,0.009766,0,0,0.000977,0.001953,0,0.018555,0.024414,0.017578,0.011719,0.087891,0.001953,0.006836,0,0,0,0,0.10645,0,0.011719,0,0.006836,0,0,0,0.016602,0.000977,13
0,0.058594,0.017578,0,0.099609,0.015625,0,0.097656,0.03125,0,0,0.009766,0.017578,0.017578,0,0,0.094727,0.003906,0,0.06543,0,0,0.047852,0,0,0,0.000977,0.004883,0.008789,0.029297,0.022461,0,0,0,0.033203,0,0,0.012695,0,0,0,0.00293,0.000977,0.033203,0.019531,0.025391,0.018555,0.063477,0.003906,0.00293,0,0,0,0,0.09668,0,0.008789,0,0.011719,0,0,0,0.021484,0.000977,13
0,0.056641,0.015625,0,0.086914,0.004883,0,0.084961,0.066406,0,0,0.035156,0.021484,0.020508,0,0.007812,0.046875,0.000977,0,0.06543,0,0.000977,0.037109,0,0,0,0,0.00293,0.056641,0.025391,0.014648,0,0,0.000977,0.024414,0,0,0.00293,0,0.000977,0,0.005859,0,0.000977,0.024414,0.003906,0.011719,0.10254,0.00293,0.049805,0,0.010742,0,0,0.05957,0,0.005859,0,0.020508,0,0,0,0.020508,0,13
0.005859,0.036133,0.021484,0,0.048828,0.008789,0.009766,0.076172,0.041992,0.000977,0,0.001953,0.015625,0.017578,0,0.001953,0.03125,0.000977,0.004883,0.040039,0,0.001953,0.037109,0.001953,0.001953,0,0.005859,0.007812,0.057617,0.021484,0.040039,0,0,0.036133,0.022461,0,0,0.023438,0.00293,0.003906,0,0.003906,0.004883,0.035156,0.020508,0.06543,0.027344,0.02832,0.006836,0.050781,0,0,0,0.004883,0.037109,0,0.011719,0,0.019531,0,0,0,0.029297,0.025391,13
0.001953,0.057617,0.011719,0,0.11133,0.018555,0.001953,0.080078,0.027344,0,0,0.022461,0.024414,0.015625,0,0,0.088867,0,0,0.042969,0,0,0.041992,0,0,0,0,0,0.036133,0.032227,0.046875,0,0,0.006836,0.012695,0,0,0.019531,0,0,0,0.003906,0.001953,0.000977,0.026367,0.013672,0.023438,0.09375,0.003906,0.020508,0,0.003906,0,0,0.052734,0,0.007812,0,0.009766,0,0,0,0.030273,0.005859,13
0,0.058594,0.016602,0,0.14258,0.005859,0,0.10547,0.039062,0,0.00293,0.041016,0.009766,0.042969,0,0,0.081055,0,0,0.054688,0,0.001953,0.057617,0,0,0,0,0,0.02832,0.021484,0.018555,0,0,0.00293,0.025391,0,0,0.007812,0,0.000977,0,0.000977,0,0,0.024414,0.00293,0.017578,0.067383,0.005859,0.03418,0.001953,0,0,0,0.037109,0,0.009766,0,0.019531,0,0,0,0.012695,0,13
0.005859,0.053711,0.018555,0.009766,0.03418,0.009766,0.006836,0.079102,0.057617,0.003906,0.001953,0,0.010742,0.013672,0,0,0.12012,0.001953,0.001953,0.070312,0,0,0.042969,0.005859,0.001953,0.000977,0.010742,0.006836,0.027344,0.029297,0.011719,0,0,0.006836,0.026367,0,0,0.018555,0.023438,0.011719,0.00293,0.001953,0.024414,0.027344,0.021484,0.026367,0.036133,0.017578,0.009766,0.008789,0,0,0.001953,0.001953,0.010742,0,0.008789,0,0.026367,0,0,0.001953,0.022461,0.024414,13
0.005859,0.063477,0.019531,0.000977,0.037109,0.005859,0.004883,0.070312,0.058594,0,0.00293,0.022461,0.007812,0.027344,0,0.000977,0.053711,0,0,0.042969,0,0.019531,0.024414,0,0.012695,0,0.006836,0.007812,0.056641,0.035156,0.020508,0,0,0.005859,0.029297,0,0.000977,0.015625,0.009766,0.006836,0.001953,0.004883,0.010742,0.005859,0.007812,0.027344,0.038086,0.041016,0.011719,0.075195,0,0.008789,0,0.000977,0.014648,0,0.007812,0,0.02832,0,0,0,0.015625,0.022461,13
0.000977,0.037109,0.015625,0,0.11426,0.004883,0.001953,0.075195,0.022461,0,0,0.052734,0.006836,0.019531,0,0.001953,0.035156,0.001953,0,0.033203,0,0.001953,0.051758,0,0,0,0,0.007812,0.057617,0.019531,0.043945,0,0,0.005859,0.014648,0,0,0.009766,0,0.000977,0,0.00293,0,0.001953,0.039062,0.007812,0.013672,0.075195,0.006836,0.043945,0,0.005859,0,0.000977,0.10254,0,0.011719,0,0.021484,0,0,0,0.023438,0.004883,13
0,0.046875,0.011719,0,0.10156,0.007812,0.00293,0.073242,0.029297,0,0,0.045898,0.018555,0.014648,0,0.00293,0.078125,0,0,0.048828,0,0.001953,0.041016,0,0,0,0.00293,0.005859,0.038086,0.016602,0.043945,0,0,0.001953,0.018555,0,0,0.009766,0,0.00293,0,0.004883,0.001953,0.020508,0.033203,0.006836,0.020508,0.056641,0.000977,0.017578,0,0,0,0,0.10645,0,0.012695,0,0.012695,0,0,0,0.037109,0.001953,13
0.000977,0.074219,0.016602,0,0.125,0.011719,0.00293,0.11231,0.035156,0,0,0.001953,0.014648,0.005859,0,0,0.078125,0.015625,0,0.060547,0,0,0.085938,0,0.000977,0,0.000977,0.009766,0.00293,0.027344,0.007812,0,0,0.014648,0.015625,0,0,0.020508,0,0,0,0.001953,0.000977,0.009766,0.061523,0.035156,0.016602,0.035156,0.001953,0.004883,0,0,0,0,0.051758,0,0.022461,0,0.007812,0,0,0,0.006836,0.000977,13
0.004883,0.057617,0.022461,0.006836,0.047852,0.005859,0.012695,0.074219,0.032227,0.004883,0.008789,0.000977,0.010742,0.025391,0,0.000977,0.11133,0.00293,0.00293,0.060547,0,0.00293,0.021484,0,0.003906,0,0.005859,0.003906,0.039062,0.019531,0.033203,0,0.000977,0.001953,0.016602,0,0,0.009766,0.008789,0.007812,0,0.001953,0.012695,0.017578,0.015625,0.014648,0.035156,0.043945,0.004883,0.047852,0,0,0.00293,0.003906,0.029297,0,0.000977,0.001953,0.026367,0,0,0.001953,0.039062,0.029297,13
0,0.036133,0.010742,0,0.13379,0.005859,0.000977,0.11133,0.030273,0,0,0.060547,0.014648,0.025391,0,0,0.055664,0.000977,0,0.047852,0,0.00293,0.077148,0,0,0,0,0.001953,0.050781,0.024414,0.041016,0,0,0.004883,0.025391,0,0,0.019531,0,0,0,0.000977,0,0,0.03125,0.008789,0.021484,0.066406,0.005859,0.020508,0,0.000977,0,0,0.033203,0,0.006836,0,0.009766,0,0,0,0.010742,0.000977,13
0.024414,0.000977,0.008789,0.001953,0.09082,0,0.03125,0.021484,0,0.00293,0.023438,0.021484,0,0,0,0,0.00293,0.000977,0.043945,0.00293,0,0,0.010742,0.001953,0,0.013672,0.004883,0.000977,0.055664,0,0.098633,0,0,0.066406,0,0,0,0.036133,0,0.012695,0,0,0.00293,0.007812,0.012695,0.051758,0.03418,0.051758,0,0.024414,0,0,0.001953,0.084961,0.11035,0,0.006836,0.000977,0.006836,0,0,0.021484,0,0.000977,24
0.020508,0,0.001953,0,0.056641,0,0.027344,0.052734,0,0,0.013672,0.10352,0,0,0,0,0,0,0.027344,0.008789,0,0,0.013672,0,0,0.005859,0.007812,0,0.06543,0,0.078125,0,0,0.0625,0,0,0,0.042969,0.003906,0.004883,0,0,0.00293,0.005859,0.008789,0.049805,0.02832,0.044922,0,0.057617,0,0,0.000977,0.055664,0.10938,0,0.006836,0,0.010742,0,0,0.003906,0,0.016602,24
0.020508,0.000977,0.004883,0,0.074219,0,0.024414,0.036133,0,0.001953,0.007812,0.10254,0,0,0,0,0,0,0.022461,0.003906,0,0,0.016602,0.000977,0.00293,0.005859,0.004883,0.007812,0.052734,0,0.09375,0,0,0.076172,0,0,0,0.048828,0.00293,0.018555,0,0,0.004883,0.005859,0.011719,0.066406,0.035156,0.026367,0,0.005859,0,0,0,0.045898,0.13477,0,0.004883,0,0.000977,0,0,0.006836,0,0.018555,24
0.006836,0,0.00293,0,0.10449,0,0.021484,0.076172,0,0.004883,0.019531,0.091797,0,0,0,0,0,0,0.023438,0.009766,0,0.003906,0.015625,0.000977,0,0.000977,0.000977,0.00293,0.06543,0,0.084961,0,0,0.066406,0.000977,0,0,0.033203,0.005859,0.006836,0,0,0.000977,0.009766,0.010742,0.033203,0.036133,0.060547,0,0.052734,0.000977,0,0,0.029297,0.087891,0,0.004883,0,0.006836,0,0,0.00293,0,0.012695,24
0.026367,0.00293,0.003906,0.00293,0.083984,0,0.02832,0.040039,0,0,0.003906,0.12012,0,0,0,0,0.00293,0,0.018555,0.003906,0,0,0.011719,0,0,0.009766,0.000977,0.008789,0.083008,0,0.10742,0,0,0.038086,0,0,0,0.042969,0.004883,0.010742,0,0,0.003906,0.00293,0.003906,0.041016,0.037109,0.054688,0,0.020508,0,0,0.000977,0.055664,0.083008,0,0.007812,0,0.007812,0,0,0.020508,0,0.003906,24
0.014648,0,0,0.016602,0.042969,0,0.014648,0,0,0.02832,0.005859,0.097656,0,0,0,0,0,0.000977,0.068359,0,0,0,0.00293,0.020508,0.001953,0.10352,0.060547,0.00293,0,0,0.013672,0,0.006836,0.055664,0,0,0.019531,0.004883,0.020508,0.021484,0.012695,0,0.006836,0.064453,0.00293,0.007812,0.000977,0.012695,0,0,0,0,0.007812,0.025391,0.1875,0,0.000977,0.003906,0,0,0,0.035156,0,0.005859,24
0.02832,0,0.007812,0.007812,0.043945,0,0.023438,0.042969,0,0.007812,0.0625,0.030273,0,0,0,0,0,0,0.006836,0.011719,0,0.047852,0.003906,0,0.000977,0.006836,0.009766,0,0.039062,0,0.045898,0,0,0.052734,0,0,0,0.036133,0.015625,0.008789,0.000977,0,0.008789,0.03125,0.00293,0.048828,0.051758,0.030273,0,0.063477,0.02832,0,0.001953,0.03125,0.083008,0,0.000977,0,0.022461,0,0,0.020508,0,0.032227,24
0.020508,0,0.006836,0.001953,0.09375,0,0.026367,0.03418,0,0.004883,0.092773,0.043945,0,0,0,0,0,0,0.014648,0.010742,0,0.001953,0.001953,0,0,0.023438,0.010742,0.007812,0.026367,0,0.042969,0,0,0.071289,0,0,0,0.039062,0.00293,0.004883,0.000977,0,0.00293,0.015625,0.000977,0.058594,0.03125,0.021484,0,0.043945,0.020508,0,0.00293,0.049805,0.10352,0,0.006836,0,0.005859,0,0,0.035156,0,0.015625,24
0.055664,0,0.00293,0.008789,0.02832,0,0.03125,0.019531,0,0.013672,0.087891,0.00293,0,0,0,0,0,0,0.018555,0.00293,0,0.000977,0.001953,0.004883,0.004883,0.021484,0.02832,0.008789,0.024414,0,0.029297,0,0.000977,0.085938,0,0,0.000977,0.043945,0.041016,0.017578,0.003906,0,0.033203,0.018555,0.00293,0.038086,0.039062,0.005859,0,0.030273,0.036133,0,0.006836,0.041016,0.069336,0,0.013672,0,0.003906,0,0,0.036133,0,0.033203,24
0.037109,0.000977,0.000977,0.000977,0.064453,0,0.03418,0.035156,0.000977,0.004883,0.015625,0.056641,0,0,0,0,0.000977,0,0.023438,0.00293,0,0.000977,0.015625,0,0.000977,0.00293,0.005859,0,0.067383,0,0.092773,0,0.000977,0.068359,0,0,0,0.0625,0.011719,0.009766,0,0,0.004883,0.012695,0.008789,0.030273,0.032227,0.037109,0,0.019531,0,0,0.001953,0.0625,0.14941,0,0.00293,0.00293,0.001953,0,0,0.001953,0,0.011719,24
0.02832,0,0.000977,0.001953,0.047852,0,0.019531,0.018555,0,0.005859,0.091797,0.073242,0,0,0,0,0,0,0.045898,0,0,0.000977,0,0,0,0.038086,0.016602,0.003906,0.014648,0,0.040039,0,0,0.045898,0,0,0,0.046875,0.004883,0.006836,0,0,0.006836,0.03125,0.009766,0.03125,0.03418,0.040039,0,0.004883,0.017578,0,0.000977,0.057617,0.13574,0,0.00293,0,0.00293,0,0,0.05957,0,0.011719,24
0.013672,0,0,0.000977,0.055664,0,0.050781,0.005859,0,0.010742,0.011719,0.21875,0,0,0,0,0,0,0.073242,0,0,0,0.000977,0,0,0.010742,0.010742,0,0.005859,0,0.088867,0,0.000977,0.051758,0,0,0,0.042969,0.00293,0.026367,0,0,0,0.013672,0.003906,0.022461,0.007812,0.038086,0,0,0,0,0,0.084961,0.12891,0,0.000977,0,0,0,0,0.015625,0,0,24
0.013672,0.001953,0,0.00293,0.063477,0,0.049805,0.017578,0.000977,0.003906,0.03125,0.23926,0,0,0,0,0,0,0.046875,0.001953,0,0,0.005859,0,0,0.006836,0.006836,0.000977,0.020508,0.000977,0.06543,0,0,0.051758,0,0,0,0.029297,0.003906,0.007812,0,0,0.000977,0.005859,0.005859,0.013672,0.02832,0.053711,0,0.011719,0,0,0.000977,0.078125,0.098633,0,0.004883,0,0.003906,0,0,0.018555,0,0.000977,24
0.038086,0.000977,0.001953,0.000977,0.032227,0,0.042969,0.021484,0,0.004883,0.035156,0.007812,0,0,0,0,0,0,0.039062,0.00293,0,0.001953,0.00293,0.000977,0,0.014648,0.009766,0.006836,0.051758,0,0.067383,0,0,0.10156,0,0,0.001953,0.038086,0.021484,0.012695,0.000977,0,0.012695,0.039062,0.004883,0.036133,0.035156,0.012695,0,0.011719,0,0,0.001953,0.048828,0.19336,0,0.001953,0.000977,0.00293,0,0,0.019531,0,0.016602,24
0.023438,0.003906,0.004883,0.00293,0.046875,0,0.049805,0.011719,0,0.008789,0.079102,0.009766,0,0,0,0,0,0.005859,0.048828,0,0,0,0.000977,0,0.008789,0.035156,0.015625,0.000977,0.013672,0,0.033203,0,0.001953,0.094727,0,0,0.00293,0.045898,0.007812,0.012695,0,0,0.007812,0.033203,0.004883,0.049805,0.033203,0.026367,0,0.006836,0,0,0.003906,0.052734,0.11914,0,0.00293,0.003906,0,0,0,0.053711,0,0.03125,24
0.018555,0.001953,0,0.00293,0.054688,0,0.022461,0.055664,0,0.000977,0.006836,0.023438,0,0,0,0,0.000977,0,0.015625,0.010742,0,0.008789,0.020508,0.000977,0,0.001953,0.008789,0,0.087891,0,0.068359,0,0,0.06543,0,0,0,0.049805,0.007812,0.011719,0,0,0.008789,0.021484,0.008789,0.038086,0.033203,0.021484,0,0.088867,0,0,0.000977,0.047852,0.1416,0,0.004883,0,0.026367,0,0,0.000977,0,0.009766,24
0.000977,0.014648,0.015625,0.03125,0.03125,0,0.000977,0.020508,0.003906,0.008789,0,0.035156,0.003906,0,0,0,0.00293,0.022461,0.000977,0.007812,0,0,0.026367,0.015625,0.013672,0,0.055664,0.010742,0.000977,0.001953,0.005859,0,0.060547,0.008789,0.003906,0,0.013672,0.010742,0.025391,0.00293,0.14746,0,0.080078,0.11719,0.013672,0.009766,0.021484,0.013672,0.000977,0,0,0,0.029297,0,0.074219,0,0.016602,0.00293,0.003906,0,0,0.001953,0.000977,0.007812,35
0.007812,0.004883,0.019531,0.007812,0.077148,0,0.007812,0.041992,0.000977,0.004883,0,0.10156,0,0,0,0,0.010742,0.049805,0,0.005859,0,0,0.014648,0.000977,0.004883,0,0.050781,0.006836,0.000977,0.000977,0,0,0,0.032227,0.005859,0,0,0.019531,0.011719,0.001953,0.037109,0,0.033203,0.10938,0.027344,0.02832,0.025391,0.019531,0.00293,0,0,0,0,0,0.1709,0,0.038086,0,0.00293,0,0,0,0,0.012695,35
