%%  1. Title: Protein Localization Sites
%%  
%%  
%%  2. Creator and Maintainer:
%%           Kenta Nakai
%%               Institue of Molecular and Cellular Biology
%%           Osaka, University
%%           1-3 Yamada-oka, Suita 565 Japan
%%           nakai@imcb.osaka-u.ac.jp
%%               http://www.imcb.osaka-u.ac.jp/nakai/psort.html
%%     Donor: Paul Horton (paulh@cs.berkeley.edu)
%%     Date:  September, 1996
%%     See also: yeast database
%%  
%%  3. Past Usage.
%%  Reference: "A Probablistic Classification System for Predicting the Cellular 
%%             Localization Sites of Proteins", Paul Horton & Kenta Nakai,
%%             Intelligent Systems in Molecular Biology, 109-115.
%%         St. Louis, USA 1996.
%%  Results: 81% for E.coli with an ad hoc structured
%%       probability model. Also similar accuracy for Binary Decision Tree and
%%       Bayesian Classifier methods applied by the same authors in
%%       unpublished results.
%%  
%%  Predicted Attribute: Localization site of protein. ( non-numeric ).
%%  
%%  
%%  4. The references below describe a predecessor to this dataset and its 
%%  development. They also give results (not cross-validated) for classification 
%%  by a rule-based expert system with that version of the dataset.
%%  
%%  Reference: "Expert Sytem for Predicting Protein Localization Sites in 
%%             Gram-Negative Bacteria", Kenta Nakai & Minoru Kanehisa,  
%%             PROTEINS: Structure, Function, and Genetics 11:95-110, 1991.
%%  
%%  Reference: "A Knowledge Base for Predicting Protein Localization Sites in
%%         Eukaryotic Cells", Kenta Nakai & Minoru Kanehisa, 
%%         Genomics 14:897-911, 1992.
%%  
%%  
%%  5. Number of Instances:  336 for the E.coli dataset and 
%%  
%%  
%%  6. Number of Attributes.
%%           for E.coli dataset:  8 ( 7 predictive, 1 name )
%%  
%%           
%%  7. Attribute Information.
%%  
%%    1.  Sequence Name: Accession number for the SWISS-PROT database
%%    2.  mcg: McGeoch's method for signal sequence recognition.
%%    3.  gvh: von Heijne's method for signal sequence recognition.
%%    4.  lip: von Heijne's Signal Peptidase II consensus sequence score.
%%             Binary attribute.
%%    5.  chg: Presence of charge on N-terminus of predicted lipoproteins.
%%         Binary attribute.
%%    6.  aac: score of discriminant analysis of the amino acid content of
%%         outer membrane and periplasmic proteins.
%%    7. alm1: score of the ALOM membrane spanning region prediction program.
%%    8. alm2: score of ALOM program after excluding putative cleavable signal
%%         regions from the sequence.
%%
%%
%%
%%8. Missing Attribute Values: None.
%%
%%
%%9. Class Distribution. The class is the localization site. Please see Nakai &
%%               Kanehisa referenced above for more details.
%%
%%  cp  (cytoplasm)                                    143
%%  im  (inner membrane without signal sequence)        77               
%%  pp  (perisplasm)                                    52
%%  imU (inner membrane, uncleavable signal sequence)   35
%%  om  (outer membrane)                                20
%%  omL (outer membrane lipoprotein)                     5
%%  imL (inner membrane lipoprotein)                     2
%%  imS (inner membrane, cleavable signal sequence)      2

@relation ecoli

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute Class {1,2,3,4,5,6,7,8}

@data
0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
0.23,0.58,0.48,0.5,0.37,0.53,0.59,1
0.47,0.47,0.48,0.5,0.22,0.16,0.26,1
0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
0.25,0.37,0.48,0.5,0.43,0.26,0.36,1
0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
0.34,0.28,0.48,0.5,0.41,0.35,0.44,1
0.41,0.43,0.48,0.5,0.45,0.31,0.41,1
0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
0.47,0.28,0.48,0.5,0.56,0.2,0.25,1
0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
0.34,0.35,0.48,0.5,0.51,0.49,0.56,1
0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
0.24,0.41,0.48,0.5,0.49,0.23,0.34,1
0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
0.23,0.34,0.48,0.5,0.43,0.26,0.37,1
0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
0,0.38,0.48,0.5,0.42,0.48,0.55,1
0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
0.3,0.37,0.48,0.5,0.43,0.18,0.3,1
0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
0.16,0.43,0.48,0.5,0.54,0.27,0.37,1
0.06,0.61,0.48,0.5,0.49,0.92,0.37,2
0.44,0.52,0.48,0.5,0.43,0.47,0.54,2
0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
0.12,0.67,0.48,0.5,0.74,0.58,0.63,2
0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
0.84,0.44,0.48,0.5,0.48,0.71,0.74,2
0.48,0.45,0.48,0.5,0.6,0.78,0.8,2
0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
0.33,0.56,0.48,0.5,0.33,0.78,0.8,2
0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
0.54,0.57,0.48,0.5,0.56,0.81,0.83,2
0.47,0.59,0.48,0.5,0.52,0.76,0.79,2
0.63,0.5,0.48,0.5,0.59,0.85,0.86,2
0.49,0.42,0.48,0.5,0.53,0.79,0.81,2
0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
0.74,0.44,0.48,0.5,0.55,0.88,0.89,2
0.33,0.45,0.48,0.5,0.45,0.88,0.89,2
0.45,0.4,0.48,0.5,0.61,0.74,0.77,2
0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
0.5,0.37,0.48,0.5,0.66,0.64,0.69,2
0.66,0.53,0.48,0.5,0.59,0.66,0.66,2
0.6,0.61,0.48,0.5,0.54,0.67,0.71,2
0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
0.7,0.4,0.48,0.5,0.56,0.86,0.83,2
0.6,0.5,1,0.5,0.54,0.77,0.8,2
0.16,0.51,0.48,0.5,0.33,0.39,0.48,2
0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
0.89,0.55,0.48,0.5,0.51,0.72,0.76,2
0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
0.12,0.43,0.48,0.5,0.63,0.7,0.74,2
0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
0.41,0.51,0.48,0.5,0.53,0.75,0.78,2
0.34,0.67,0.48,0.5,0.52,0.76,0.79,2
0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
0.59,0.56,0.48,0.5,0.55,0.8,0.82,2
0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
0.5,0.57,0.48,0.5,0.71,0.61,0.66,2
0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
0.58,0.55,0.48,0.5,0.57,0.7,0.74,2
0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
0.61,0.66,0.48,0.5,0.46,0.87,0.88,2
0.48,0.49,0.48,0.5,0.52,0.77,0.71,2
0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
0.68,0.51,0.48,0.5,0.71,0.75,0.78,2
0.69,0.39,0.48,0.5,0.57,0.76,0.79,2
0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
0.36,0.45,0.48,0.5,0.38,0.79,0.17,2
0,0.51,0.48,0.5,0.35,0.67,0.44,2
0.1,0.49,0.48,0.5,0.41,0.67,0.21,2
0.3,0.51,0.48,0.5,0.42,0.61,0.34,2
0.61,0.47,0.48,0.5,0,0.8,0.32,2
0.63,0.75,0.48,0.5,0.64,0.73,0.66,2
0.71,0.52,0.48,0.5,0.64,1,0.99,2
0.85,0.53,0.48,0.5,0.53,0.52,0.35,8
0.63,0.49,0.48,0.5,0.54,0.76,0.79,8
0.75,0.55,1,1,0.4,0.47,0.3,7
0.7,0.39,1,0.5,0.51,0.82,0.84,7
0.72,0.42,0.48,0.5,0.65,0.77,0.79,4
0.79,0.41,0.48,0.5,0.66,0.81,0.83,4
0.83,0.48,0.48,0.5,0.65,0.76,0.79,4
0.69,0.43,0.48,0.5,0.59,0.74,0.77,4
0.79,0.36,0.48,0.5,0.46,0.82,0.7,4
0.78,0.33,0.48,0.5,0.57,0.77,0.79,4
0.75,0.37,0.48,0.5,0.64,0.7,0.74,4
0.59,0.29,0.48,0.5,0.64,0.75,0.77,4
0.67,0.37,0.48,0.5,0.54,0.64,0.68,4
0.66,0.48,0.48,0.5,0.54,0.7,0.74,4
0.64,0.46,0.48,0.5,0.48,0.73,0.76,4
0.76,0.71,0.48,0.5,0.5,0.71,0.75,4
0.84,0.49,0.48,0.5,0.55,0.78,0.74,4
0.77,0.55,0.48,0.5,0.51,0.78,0.74,4
0.81,0.44,0.48,0.5,0.42,0.67,0.68,4
0.58,0.6,0.48,0.5,0.59,0.73,0.76,4
0.63,0.42,0.48,0.5,0.48,0.77,0.8,4
0.62,0.42,0.48,0.5,0.58,0.79,0.81,4
0.86,0.39,0.48,0.5,0.59,0.89,0.9,4
0.81,0.53,0.48,0.5,0.57,0.87,0.88,4
0.87,0.49,0.48,0.5,0.61,0.76,0.79,4
0.47,0.46,0.48,0.5,0.62,0.74,0.77,4
0.76,0.41,0.48,0.5,0.5,0.59,0.62,4
0.7,0.53,0.48,0.5,0.7,0.86,0.87,4
0.64,0.45,0.48,0.5,0.67,0.61,0.66,4
0.81,0.52,0.48,0.5,0.57,0.78,0.8,4
0.73,0.26,0.48,0.5,0.57,0.75,0.78,4
0.49,0.61,1,0.5,0.56,0.71,0.74,4
0.88,0.42,0.48,0.5,0.52,0.73,0.75,4
0.84,0.54,0.48,0.5,0.75,0.92,0.7,4
0.63,0.51,0.48,0.5,0.64,0.72,0.76,4
0.86,0.55,0.48,0.5,0.63,0.81,0.83,4
0.79,0.54,0.48,0.5,0.5,0.66,0.68,4
0.57,0.38,0.48,0.5,0.06,0.49,0.33,4
0.78,0.44,0.48,0.5,0.45,0.73,0.68,4
0.78,0.68,0.48,0.5,0.83,0.4,0.29,5
0.63,0.69,0.48,0.5,0.65,0.41,0.28,5
0.67,0.88,0.48,0.5,0.73,0.5,0.25,5
0.61,0.75,0.48,0.5,0.51,0.33,0.33,5
0.67,0.84,0.48,0.5,0.74,0.54,0.37,5
0.74,0.9,0.48,0.5,0.57,0.53,0.29,5
0.73,0.84,0.48,0.5,0.86,0.58,0.29,5
0.75,0.76,0.48,0.5,0.83,0.57,0.3,5
0.77,0.57,0.48,0.5,0.88,0.53,0.2,5
0.74,0.78,0.48,0.5,0.75,0.54,0.15,5
0.68,0.76,0.48,0.5,0.84,0.45,0.27,5
0.56,0.68,0.48,0.5,0.77,0.36,0.45,5
0.65,0.51,0.48,0.5,0.66,0.54,0.33,5
0.52,0.81,0.48,0.5,0.72,0.38,0.38,5
0.64,0.57,0.48,0.5,0.7,0.33,0.26,5
0.6,0.76,1,0.5,0.77,0.59,0.52,5
0.69,0.59,0.48,0.5,0.77,0.39,0.21,5
0.63,0.49,0.48,0.5,0.79,0.45,0.28,5
0.71,0.71,0.48,0.5,0.68,0.43,0.36,5
0.68,0.63,0.48,0.5,0.73,0.4,0.3,5
0.77,0.57,1,0.5,0.37,0.54,0.01,6
0.66,0.49,1,0.5,0.54,0.56,0.36,6
0.71,0.46,1,0.5,0.52,0.59,0.3,6
0.67,0.55,1,0.5,0.66,0.58,0.16,6
0.68,0.49,1,0.5,0.62,0.55,0.28,6
0.74,0.49,0.48,0.5,0.42,0.54,0.36,3
0.7,0.61,0.48,0.5,0.56,0.52,0.43,3
0.66,0.86,0.48,0.5,0.34,0.41,0.36,3
0.73,0.78,0.48,0.5,0.58,0.51,0.31,3
0.65,0.57,0.48,0.5,0.47,0.47,0.51,3
0.72,0.86,0.48,0.5,0.17,0.55,0.21,3
0.67,0.7,0.48,0.5,0.46,0.45,0.33,3
0.67,0.81,0.48,0.5,0.54,0.49,0.23,3
0.67,0.61,0.48,0.5,0.51,0.37,0.38,3
0.63,1,0.48,0.5,0.35,0.51,0.49,3
0.57,0.59,0.48,0.5,0.39,0.47,0.33,3
0.71,0.71,0.48,0.5,0.4,0.54,0.39,3
0.66,0.74,0.48,0.5,0.31,0.38,0.43,3
0.67,0.81,0.48,0.5,0.25,0.42,0.25,3
0.64,0.72,0.48,0.5,0.49,0.42,0.19,3
0.68,0.82,0.48,0.5,0.38,0.65,0.56,3
0.32,0.39,0.48,0.5,0.53,0.28,0.38,3
0.7,0.64,0.48,0.5,0.47,0.51,0.47,3
0.63,0.57,0.48,0.5,0.49,0.7,0.2,3
0.74,0.82,0.48,0.5,0.49,0.49,0.41,3
0.63,0.86,0.48,0.5,0.39,0.47,0.34,3
0.63,0.83,0.48,0.5,0.4,0.39,0.19,3
0.63,0.71,0.48,0.5,0.6,0.4,0.39,3
0.71,0.86,0.48,0.5,0.4,0.54,0.32,3
0.68,0.78,0.48,0.5,0.43,0.44,0.42,3
0.64,0.84,0.48,0.5,0.37,0.45,0.4,3
0.74,0.47,0.48,0.5,0.5,0.57,0.42,3
0.75,0.84,0.48,0.5,0.35,0.52,0.33,3
0.63,0.65,0.48,0.5,0.39,0.44,0.35,3
0.69,0.67,0.48,0.5,0.3,0.39,0.24,3
0.7,0.71,0.48,0.5,0.42,0.84,0.85,3
0.69,0.8,0.48,0.5,0.46,0.57,0.26,3
0.64,0.66,0.48,0.5,0.41,0.39,0.2,3
0.63,0.8,0.48,0.5,0.46,0.31,0.29,3
0.66,0.71,0.48,0.5,0.41,0.5,0.35,3
0.69,0.59,0.48,0.5,0.46,0.44,0.52,3
0.68,0.67,0.48,0.5,0.49,0.4,0.34,3
0.64,0.78,0.48,0.5,0.5,0.36,0.38,3
0.62,0.78,0.48,0.5,0.47,0.49,0.54,3
0.76,0.73,0.48,0.5,0.44,0.39,0.39,3
0.64,0.81,0.48,0.5,0.37,0.39,0.44,3
0.29,0.39,0.48,0.5,0.52,0.4,0.48,3
0.62,0.83,0.48,0.5,0.46,0.36,0.4,3
0.56,0.54,0.48,0.5,0.43,0.37,0.3,3
0.69,0.66,0.48,0.5,0.41,0.5,0.25,3
0.69,0.65,0.48,0.5,0.63,0.48,0.41,3
0.43,0.59,0.48,0.5,0.52,0.49,0.56,3
0.74,0.56,0.48,0.5,0.47,0.68,0.3,3
0.71,0.57,0.48,0.5,0.48,0.35,0.32,3
0.61,0.6,0.48,0.5,0.44,0.39,0.38,3
0.59,0.61,0.48,0.5,0.42,0.42,0.37,3
0.74,0.74,0.48,0.5,0.31,0.53,0.52,3
