@relation R_data_frame

@attribute V1 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}

@data
1,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.741058,1,0.700042,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,2.102,24
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.035,1
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.939,2
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,2.711,3
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,20.781,4
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,7.228,5
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,1.807,6
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,885.438,8
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,2.711,7
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,885.438,9
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,24.395,10
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,10.842,11
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,27.105,12
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,0,13
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,11.746,14
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,23.491,16
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,4.518,15
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.939,17
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,20.781,18
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,18.07,20
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.035,19
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,11.746,21
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,27.105,22
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.939,23
3,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,0,24
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,1
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,17.397,2
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,5.036,3
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,25.637,4
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,10.987,5
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,15.566,6
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,8
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,10.53,7
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,455.064,9
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,18.77,10
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,11.903,11
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,162.981,12
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,5.494,13
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,8.698,14
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,27.011,16
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,15
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,24.264,17
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,22.891,18
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,21.975,20
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,0.458,19
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,9.614,21
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,21.059,22
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,23
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,0,24
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,13.84,1
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,1.432,2
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,4.295,3
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,20.521,4
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,0,5
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,0.954,6
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,460.999,8
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,5.249,7
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,460.999,9
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,12.885,10
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,3.818,11
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,12.408,12
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,5.249,13
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,7.636,14
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,22.907,16
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,2.863,15
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,0.954,17
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,7.636,18
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,3.341,20
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,5.727,19
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,2.386,21
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,25.77,22
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,4.772,23
6,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,6.204,24
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,76.475,1
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,86.162,2
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,467.007,3
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,122.36,4
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,40.787,5
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,46.395,6
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,467.007,8
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,81.573,7
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,467.007,9
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,47.924,10
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,33.649,11
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,446.613,12
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,3.569,13
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,11.726,14
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,312.527,16
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,45.375,15
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,19.883,17
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,45.885,18
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,18.864,20
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,23.962,19
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,46.905,21
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,0,22
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,22.942,23
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,22.433,24
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,1
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,17.142,2
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.714,3
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,14.475,4
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,8.38,5
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,0,6
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,8
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,0.762,7
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,14.666,9
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,7.428,10
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,10.095,11
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,79.805,12
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.333,13
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,14
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,16.761,16
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,0,15
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,21.713,17
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,20.951,18
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,16.19,20
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.714,19
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,21
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,11.428,22
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,23
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,5.524,24
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,10.247,1
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,2.779,2
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,8.163,3
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,4.689,4
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,9.379,5
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,6.079,6
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,7.642,8
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,15.631,7
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,166.556,9
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,5.384,10
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,9.379,11
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,76.244,12
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,1.216,13
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,3.126,14
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,16.326,16
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,5.558,15
9,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,19.799,17
