%%  1. Title: First-order theorem proving
%%  
%%  2. Sources:
%%  
%%     (a) James P Bridge, Sean B Holden and Lawrence C Paulson
%%  
%%         University of Cambridge
%%         Computer Laboratory
%%         William Gates Building
%%         15 JJ Thomson Avenue
%%         Cambridge CB3 0FD
%%         UK 
%%  
%%         +44 (0)1223 763500 
%%         forename.surname@cl.cam.ac.uk
%%  
%%     (b) Sean B Holden - details as (a).
%%  
%%     (c) Date: 17th April 2013
%%  
%%  3. Past Usage:
%%  
%%     (a) Machine learning for first-order theorem proving: learning to
%%         select a good heuristic James P Bridge, Sean B Holden and
%%         Lawrence C Paulson Submitted for publication in the Journal of
%%         Automated Reasoning, Springer 2012/13.
%%  
%%         Please include a citation if you use this data.
%%  
%%     (b) We wish to predict which of a set of five heuristics will
%%         provide the fastest proof, given features derived from a
%%         theorem to be proved. A sixth possible prediction is to decline
%%         to attempt a proof, should the theorem be assessed as too
%%         difficult.
%%  
%%     (c) In prediction terms this is a challenging problem. However we
%%         can do better than any individual heuristic and obtain
%%         performance comparable to that of a hand-crafted selection
%%         mechanism employing around 75 addition heuristics. The ability
%%         to decline a proof is also beneficial.
%%  
%%  4. Relevant Information Paragraph:
%%  
%%     Files:
%%  
%%     Expanding the tarball ml-prove.tar produces a directory ml-prove/ 
%%     containing the files:
%%  
%%     all-data-raw.csv            - raw data used to derive training, 
%%                                   validation and test data.
%%     all-data-raw-statistics.txt - min, max, mean and standard deviation 
%%                                   for raw data. (Tabulated below.)
%%     train.csv                   - actual training, validation and test 
%%     validation.csv                sets used.
%%     test.csv
%%     all-data-statistics.txt     - min, max and correlation data for 
%%                                   combined actual data. (Tabulated below.) 
%%  
%%     Raw data: 
%%  
%%     Columns 1 to 14 are the static features and columns 15 to 53 are
%%     the dynamic features. (See the paper for a description of static
%%     and dynamic features.) The final five columns denote the time in
%%     seconds taken by each of the five heuristics to prove the relevant
%%     theorem. There was a time limit of 100 seconds.  An entry of -100
%%     denotes failure to obtain a proof within the time limit.  The first
%%     half of this data corresponds to the training data used. The second
%%     half was permuted and split to obtain the validation and test sets.
%%  
%%     Training, validation and test data: 
%%  
%%     These are the sets used in the reported experiments. Two redundant
%%     features (static feature 5 and dynamic feature 21 in the raw data)
%%     were removed. The features in the training set are normalised to
%%     zero mean and unit variance. Validation/test data was normalized
%%     using the coefficients computed for the training set. Labels are in
%%     the final six columns. The first five of those correspond to the
%%     five heuristics (H1 to H5) and contain +1 if the corresponding
%%     heuristic found a proof and was the fastest to do so, and -1
%%     otherwise. The final column contains +1 where no heuristic finds a
%%     proof within the time limit and -1 otherwise (H0 in the paper).
%%  
%%  5. Number of Instances: 
%%  
%%     6118 in the raw data.
%%  
%%     The training, validation and test sets have 3059, 1529 and 1530
%%     respectively.
%%  
%%  6. Number of Attributes:
%%  
%%     There are 13 static and 38 dynamic features for each instance. (See
%%     the paper for details regarding static/dynamic features. The raw 
%%     data has two more features, which are redundant.) Columns 1
%%     to 13 contain static features and columns 14 to 51 dynamic
%%     features.
%%  
%%  7. Description of attributes:
%%  
%%     The full names for each attribute are provided in the paper, tables
%%     2 and 3.
%%     
%%     Raw data: all attributes are numeric. Attributes 5, 9, 11, 13
%%     and 35 are integer-valued. All other attributes are continuous.
%%  
%%     Training, validation and test data: all data are numeric and
%%     continuous on account of being normalized.
%%  
%%  8. Missing Attribute Values: 
%%  
%%     There are no missing values.
%%  
%%  9. Class Distribution: number of positive instances in the sets for
%%     each heuristic (H1 to H5) and the "decline" option H0.
%%  
%%                       H1   H2   H3   H4   H5   H0
%%     Training set:     556  229  373  303  312  1286
%%     Validation set:   260  133  187  146  159  644
%%     Test set:         273  124  188  168  153  624
%%  

@relation first-order-theorem

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute Class {1,2,3,4,5,6}

@data
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.6066,-0.11823,-0.26974,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
1.8653,0.81513,2.4798,2.2091,1.949,-0.25149,-1.638,-0.41777,-0.67966,-0.23316,0.67969,-0.34644,-0.30092,0.75143,-0.2462,-0.8436,-0.15848,-1.5374,0.19694,-0.28811,-0.46367,-1.081,-1.8086,-0.4775,-0.28868,-0.52965,-0.5826,-0.11823,-0.26659,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,2.2568,0.97559,3.2338,2.0549,-0.48176,1.8392,0.4623,-1.9934,1
1.8824,0.8165,2.1916,2.2514,1.9896,-0.30383,-1.6537,-0.41777,-0.68357,-0.23316,0.56835,-0.34644,-0.31184,0.45319,-0.24353,-0.96837,-0.15844,-1.5374,0.22395,-0.28811,-0.46736,-1.081,-1.6671,-0.4775,-0.31772,-0.52965,-0.51259,-0.11823,-0.27213,0.15266,-0.67335,0.45319,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,2.2778,0.97703,2.9223,2.1027,-0.48256,1.8865,0.37066,-2.0131,1
1.6811,0.82227,2.342,2.086,1.8265,-0.48434,-1.4379,-0.14537,-0.63645,-0.23316,-0.037146,-0.29103,-0.33651,-0.093579,-0.22912,-1.3323,-0.15829,-1.7734,-0.073402,-0.28811,-0.45435,-1.081,-1.0999,-0.4775,-0.42535,-0.75826,-0.49026,-0.11823,-0.28379,1.2398,-0.67335,-0.093579,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,2.0611,0.98261,2.989,1.975,-0.4899,1.7559,0.060483,-1.7868,3
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27522,0.75143,-0.23426,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60781,-0.11823,-0.26969,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60902,-0.11823,-0.26966,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60902,-0.11823,-0.26966,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27529,0.75143,-0.23392,-0.97966,-0.15832,-1.3014,-0.27203,-0.28811,-0.44497,-1.081,-1.4349,-0.4775,-0.4067,-0.69055,-0.60624,-0.11823,-0.28001,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.38781,-0.62946,-0.33784,-0.26431,-0.38506,-0.16374,0.026975,1.8656,0.97804,2.7129,1.7026,-0.30016,1.4851,0.30639,-1.5892,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60902,-0.11823,-0.26966,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27529,0.75143,-0.23392,-0.97966,-0.15832,-1.3014,-0.27203,-0.28811,-0.44497,-1.081,-1.4349,-0.4775,-0.4067,-0.69055,-0.60624,-0.11823,-0.28001,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.38781,-0.62946,-0.33784,-0.26431,-0.38506,-0.16374,0.026975,1.8656,0.97804,2.7129,1.7026,-0.30016,1.4851,0.30639,-1.5892,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27522,0.75143,-0.23426,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60781,-0.11823,-0.26969,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60902,-0.11823,-0.26966,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60902,-0.11823,-0.26966,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35232,-0.41641,-0.65489,-0.36906,-0.26431,-0.41369,-0.16374,0.026975,1.8323,0.97743,2.6676,1.6575,-0.48278,1.4401,0.34553,-1.5559,6
-0.92465,0.1644,-0.82227,-0.90388,-0.74475,-0.58268,0.89128,0.12703,-0.049863,-0.09707,-0.16711,-0.11951,-0.13738,0.75143,-0.18865,-0.30124,-0.15577,-0.47533,-0.16644,-0.28811,-0.39185,-1.2384,-0.30182,-0.4775,-0.13283,-0.70309,-0.40018,-0.11823,-0.26187,-0.44033,-0.67335,0.75143,0.12254,-0.22559,-0.42105,-0.35232,-0.17283,-0.098276,-0.11819,-0.26431,-0.17086,-0.16374,0.09661,-0.35819,-0.18057,-0.39026,-0.39204,-0.28435,0.00552,-0.11511,0.029617,6
0.76357,0.83152,0.50479,0.4188,0.20162,0.76381,-0.4782,-0.55397,-0.36942,-0.50533,-0.68179,-0.31214,-0.19261,-2.5292,-0.12559,-1.4077,0.067424,0.58673,0.84723,-0.28811,-0.55642,0.020912,0.37086,0.24381,1.5813,0.18967,0.34393,-0.10121,0.094811,-0.24267,3.3686,-2.5292,-0.092482,-0.22559,-0.42105,-0.35232,0.16712,0.24925,0.24365,-0.26431,0.15575,-0.16374,1.0019,0.74573,0.99018,-0.54541,0.78796,-0.10936,0.56301,-0.46486,-0.42492,6
2.0094,0.83152,-0.053546,1.7173,1.4643,1.1749,-1.7638,-0.82637,-0.70995,-0.36924,0.79064,-0.31214,-0.15504,-2.9766,-0.20911,-1.5228,0.091245,0.58673,0.41921,-0.28811,-0.47803,0.020912,0.11534,0.099548,0.67141,-0.023714,-0.10193,-0.088451,-0.087444,1.6351,2.737,-2.9766,-0.092482,-0.22559,0.38006,0.16218,0.58968,0.23983,0.27833,-0.26431,0.59158,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.5641,2.2579,-0.46486,-2.1318,4
2.0094,0.83152,-0.053546,1.7173,1.4643,1.1749,-1.7638,-0.82637,-0.70995,-0.64141,0.26056,-0.36491,-0.29441,-3.1754,-0.13474,-1.5881,0.14201,0.58673,0.41921,-0.28811,-0.47803,1.4901,0.69043,1.9269,1.2097,0.18967,0.11813,-0.05064,-0.047594,2.3269,2.5475,-3.1754,-0.092482,0.18591,-0.22077,-0.22369,0.4753,0.13812,0.32226,-0.26431,0.48024,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,1.5386,2.2579,-0.46486,-2.1318,2
-1.0073,0.049866,-0.91388,-0.97185,-0.74229,-0.67373,0.92467,0.12703,-0.024604,0.039015,-0.1405,-0.058819,-0.08129,0.75143,-0.18236,-0.52663,-0.15538,-0.47533,-0.20247,-0.28811,-0.44295,-1.3564,-0.42513,-0.4775,-0.14188,-0.74923,-0.56378,-0.11823,-0.29207,-0.44033,-0.67335,0.75143,0.12254,-0.22559,-0.42105,-0.35232,-0.13047,-0.009746,-0.069641,-0.26431,-0.12844,-0.16374,0.09661,-0.42934,-0.59573,-0.49553,-0.44329,-0.34829,0.25802,-0.24622,-0.18459,6
0.027384,-0.005403,0.031049,0.28389,0.3984,1.3618,-0.88727,-0.41777,-0.24559,-0.64141,-0.56912,-0.35963,-0.3517,-1.1374,0.20391,-0.071851,-0.13413,1.2948,2.1246,2.1163,1.6183,1.4901,0.62454,0.96512,0.30074,1.0022,1.6534,-0.05104,0.49843,-0.44033,1.7265,-1.1374,-0.092482,2.6549,0.17978,0.41943,-0.13153,0.44704,-0.085825,8.0278,-0.15495,-0.16374,-0.11229,-0.57834,0.20232,-0.54541,-0.55678,-0.4899,-0.78459,1.6836,0.27562,5
-0.29486,0.23606,2.7381,-0.46663,-0.52832,0.21887,0.38512,1.7614,3.9866,-0.64141,-0.066353,0.38976,3.719,0.10525,2.8747,-1.4503,-0.15819,-1.679,-2.5769,-0.28811,-0.3924,-0.71366,-2.1512,-0.4775,-0.47702,-0.92338,-1.7151,-0.11823,-0.2751,-0.44033,0.14766,0.10525,-0.092482,-0.22559,-0.42105,-0.35232,-0.40052,-0.59273,-0.35172,-0.26431,-0.40203,0.86159,-0.11229,0.09624,0.48399,3.4576,-0.12507,-0.4899,-0.21324,0.50367,0.060824,1
1.7808,0.49368,2.7381,1.4195,1.1747,1.2315,-1.5279,-0.28157,-0.58499,-0.64141,-0.77702,-0.35436,-0.38314,0.75143,-0.207,2.0155,-0.15958,0.020298,-0.026526,-0.28811,2.1873,0.020912,0.034498,-0.4775,-0.46011,0.022012,-0.16456,-0.11377,0.14537,-0.44033,-0.67335,0.75143,-0.092482,-0.22559,-0.42105,-0.35232,-0.38252,-0.52868,-0.33206,-0.26431,-0.39037,1.8869,-0.11229,-0.17069,-1.9409,3.4576,-0.14277,-0.4899,1.1516,-0.46486,-1.0176,1
