@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 numeric
@attribute V80 numeric
@attribute V81 numeric
@attribute V82 numeric
@attribute V83 numeric
@attribute V84 numeric
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 numeric
@attribute V90 numeric
@attribute V91 numeric
@attribute V92 numeric
@attribute V93 numeric
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 numeric
@attribute V97 numeric
@attribute V98 numeric
@attribute V99 numeric
@attribute V100 numeric
@attribute Class {1,2}

@data
9.784297,9.784287,9.784274,9.78426,9.784243,9.784223,9.784199,9.784172,9.784139,9.784101,9.784056,9.784004,9.783942,9.783869,9.783783,9.783682,9.783563,9.783424,9.783259,9.783066,9.782839,9.782572,9.782258,9.781889,9.781455,9.780944,9.780344,9.779637,9.778807,9.77783,9.776682,9.775331,9.773742,9.771874,9.769678,9.767094,9.764056,9.760483,9.756281,9.75134,9.745529,9.738695,9.730659,9.721208,9.710094,9.697023,9.681653,9.663577,9.642319,9.61732,9.587922,9.553349,9.512691,9.464877,9.408648,9.342523,9.264759,9.173309,9.065763,8.939289,8.790556,8.615645,8.409949,8.615645,8.790556,8.939289,9.065763,9.173309,9.264759,9.342523,9.408648,9.464877,9.512691,9.553349,9.587922,9.61732,9.642319,9.663577,9.681653,9.697023,9.710094,9.721208,9.730659,9.738695,9.745529,9.75134,9.756281,9.760483,9.764056,9.767094,9.769678,9.771874,9.773742,9.775331,9.776682,9.77783,9.778807,9.779637,9.780344,9.780944,1
158.026961,158.026948,158.026931,158.02691,158.026883,158.026848,158.026803,158.026746,158.026672,158.026576,158.026454,158.026297,158.026095,158.025836,158.025504,158.025076,158.024527,158.023821,158.022915,158.02175,158.020254,158.018333,158.015864,158.012693,158.008619,158.003386,157.996663,157.988026,157.976931,157.962679,157.944369,157.920848,157.890632,157.851816,157.801951,157.737894,157.655603,157.54989,157.414088,157.239632,157.01552,156.72762,156.357773,155.882657,155.272307,154.488233,153.480986,152.187045,150.524807,148.389444,145.646288,142.122344,137.595373,131.779884,137.595373,142.122344,145.646288,148.389444,150.524807,152.187045,153.480986,154.488233,155.272307,155.882657,156.357773,156.72762,157.01552,157.239632,157.414088,157.54989,157.655603,157.737894,157.801951,157.851816,157.890632,157.920848,157.944369,157.962679,157.976931,157.988026,157.996663,158.003386,158.008619,158.012693,158.015864,158.018333,158.020254,158.02175,158.022915,158.023821,158.024527,158.025076,158.025504,158.025836,158.026095,158.026297,158.026454,158.026576,158.026672,158.026746,1
10.609586,10.6096,10.609617,10.609638,10.609664,10.609696,10.609735,10.609784,10.609843,10.609917,10.610008,10.610119,10.610257,10.610427,10.610636,10.610893,10.61121,10.6116,10.612081,10.612674,10.613403,10.614302,10.61541,10.616774,10.618454,10.620524,10.623073,10.626214,10.630083,10.634849,10.64072,10.647952,10.65686,10.667833,10.681351,10.698002,10.718514,10.743781,10.774906,10.813246,10.860475,10.918653,10.990319,11.078599,11.187345,11.321301,11.486314,11.689581,11.939972,12.248411,12.628357,13.096387,13.67292,14.383112,13.67292,13.096387,12.628357,12.248411,11.939972,11.689581,11.486314,11.321301,11.187345,11.078599,10.990319,10.918653,10.860475,10.813246,10.774906,10.743781,10.718514,10.698002,10.681351,10.667833,10.65686,10.647952,10.64072,10.634849,10.630083,10.626214,10.623073,10.620524,10.618454,10.616774,10.61541,10.614302,10.613403,10.612674,10.612081,10.6116,10.61121,10.610893,10.610636,10.610427,10.610257,10.610119,10.610008,10.609917,10.609843,10.609784,2
2514.976203,2514.977763,2514.979595,2514.981746,2514.984273,2514.98724,2514.990725,2514.994817,2514.999622,2515.005266,2515.011894,2515.019678,2515.028819,2515.039554,2515.052161,2515.066967,2515.084354,2515.104774,2515.128754,2515.156917,2515.18999,2515.228831,2515.274444,2515.328013,2515.390922,2515.464802,2515.551565,2515.653459,2515.77312,2515.913649,2516.078684,2516.272498,2516.50011,2516.767413,2517.08133,2517.449989,2517.882935,2518.391381,2518.98849,2519.689725,2520.513244,2521.480371,2522.616149,2523.949987,2525.516424,2527.356021,2529.516414,2532.053542,2535.033103,2538.53225,2542.641589,2547.467528,2553.135029,2559.790848,2567.607329,2576.786874,2587.567177,2600.227385,2615.09532,2632.555973,2653.061471,2677.142784,2705.423474,2738.635841,2777.639887,2823.445585,2877.239027,2940.413143,3014.603765,3101.731985,3204.053905,3324.21905,3465.338979,3631.067855,3465.338979,3324.21905,3204.053905,3101.731985,3014.603765,2940.413143,2877.239027,2823.445585,2777.639887,2738.635841,2705.423474,2677.142784,2653.061471,2632.555973,2615.09532,2600.227385,2587.567177,2576.786874,2567.607329,2559.790848,2553.135029,2547.467528,2542.641589,2538.53225,2535.033103,2532.053542,2
11.63344,11.621453,11.607103,11.589921,11.56935,11.544722,11.515236,11.479933,11.437667,11.387064,11.32648,11.253945,11.167102,11.06313,10.938649,10.789613,10.61118,10.397552,10.141784,9.835566,10.141784,10.397552,10.61118,10.789613,10.938649,11.06313,11.167102,11.253945,11.32648,11.387064,11.437667,11.479933,11.515236,11.544722,11.56935,11.589921,11.607103,11.621453,11.63344,11.643452,11.651814,11.658798,11.664632,11.669505,11.673575,11.676974,11.679813,11.682185,11.684166,11.68582,11.687202,11.688356,11.68932,11.690125,11.690798,11.69136,11.691829,11.692221,11.692548,11.692821,11.69305,11.693241,11.6934,11.693533,11.693644,11.693737,11.693814,11.693879,11.693933,11.693978,11.694016,11.694048,11.694074,11.694096,11.694114,11.69413,11.694143,11.694153,11.694162,11.69417,11.694176,11.694181,11.694185,11.694189,11.694192,11.694195,11.694197,11.694199,11.6942,11.694201,11.694202,11.694203,11.694204,11.694204,11.694205,11.694205,11.694206,11.694206,11.694206,11.694207,1
1388.025232,1388.024394,1388.023409,1388.022252,1388.020894,1388.019299,1388.017426,1388.015226,1388.012643,1388.009609,1388.006047,1388.001863,1387.996949,1387.991179,1387.984402,1387.976444,1387.967098,1387.956122,1387.943232,1387.928094,1387.910317,1387.88944,1387.864923,1387.83613,1387.802317,1387.762607,1387.715972,1387.661206,1387.59689,1387.521358,1387.432656,1387.328486,1387.206151,1387.062484,1386.893764,1386.695624,1386.462932,1386.189665,1385.868745,1385.491865,1385.049266,1384.529488,1383.919073,1383.202215,1382.360353,1381.371691,1380.210628,1378.847104,1377.245812,1375.365291,1373.156851,1370.563311,1367.517517,1363.940607,1359.739966,1354.80683,1349.01347,1342.209882,1334.219905,1324.83666,1313.817195,1300.876189,1285.678571,1267.83084,1246.870876,1222.25598,1193.348814,1159.400906,1193.348814,1222.25598,1246.870876,1267.83084,1285.678571,1300.876189,1313.817195,1324.83666,1334.219905,1342.209882,1349.01347,1354.80683,1359.739966,1363.940607,1367.517517,1370.563311,1373.156851,1375.365291,1377.245812,1378.847104,1380.210628,1381.371691,1382.360353,1383.202215,1383.919073,1384.529488,1385.049266,1385.491865,1385.868745,1386.189665,1386.462932,1386.695624,1
1.086981,1.086981,1.08698,1.086979,1.086977,1.086975,1.086973,1.086969,1.086965,1.08696,1.086953,1.086944,1.086933,1.086918,1.086899,1.086874,1.086842,1.086801,1.086748,1.086679,1.08659,1.086475,1.086327,1.086136,1.085889,1.08557,1.085158,1.084626,1.083938,1.083051,1.081905,1.080426,1.078515,1.076047,1.07286,1.068745,1.063431,1.056568,1.047705,1.036261,1.021481,1.002395,0.977748,0.945919,0.904816,0.851736,0.78319,0.851736,0.904816,0.945919,0.977748,1.002395,1.021481,1.036261,1.047705,1.056568,1.063431,1.068745,1.07286,1.076047,1.078515,1.080426,1.081905,1.083051,1.083938,1.084626,1.085158,1.08557,1.085889,1.086136,1.086327,1.086475,1.08659,1.086679,1.086748,1.086801,1.086842,1.086874,1.086899,1.086918,1.086933,1.086944,1.086953,1.08696,1.086965,1.086969,1.086973,1.086975,1.086977,1.086979,1.08698,1.086981,1.086981,1.086982,1.086982,1.086983,1.086983,1.086983,1.086983,1.086983,1
1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689545,1.689544,1.689544,1.689544,1.689543,1.689543,1.689542,1.689541,1.68954,1.689539,1.689537,1.689535,1.689533,1.689529,1.689525,1.68952,1.689514,1.689506,1.689495,1.689482,1.689466,1.689446,1.68942,1.689388,1.689348,1.689297,1.689233,1.689152,1.689051,1.688923,1.688763,1.688562,1.688308,1.687989,1.687588,1.687084,1.68645,1.685653,1.68465,1.683389,1.681802,1.679808,1.677299,1.674143,1.670175,1.665184,1.658908,1.651014,1.641087,1.628602,1.6129,1.593153,1.568317,1.537084,1.497803,1.448401,1.386271,1.308134,1.209865,1.308134,1.386271,1.448401,1.497803,1.537084,1.568317,1.593153,1.6129,1.628602,1.641087,1.651014,1.658908,1.665184,1.670175,1.674143,1.677299,1.679808,1.681802,1.683389,1.68465,1.685653,1.68645,1
15.178709,15.178707,15.178705,15.178701,15.178698,15.178694,15.178689,15.178683,15.178676,15.178667,15.178658,15.178646,15.178633,15.178617,15.178598,15.178577,15.178551,15.178521,15.178485,15.178443,15.178394,15.178336,15.178267,15.178187,15.178092,15.177981,15.17785,15.177696,15.177514,15.177301,15.17705,15.176754,15.176406,15.175996,15.175515,15.174947,15.17428,15.173495,15.172571,15.171483,15.170203,15.168697,15.166925,15.164839,15.162384,15.159496,15.156096,15.152096,15.147389,15.141849,15.13533,15.127658,15.11863,15.108006,15.095504,15.080791,15.063476,15.043101,15.019123,14.990906,14.957701,14.918625,14.87264,14.818524,14.754842,14.6799,14.591709,14.487926,14.365794,14.222069,14.052933,13.853895,13.619667,13.344027,13.019655,12.637934,12.188726,11.660097,11.038008,11.660097,12.188726,12.637934,13.019655,13.344027,13.619667,13.853895,14.052933,14.222069,14.365794,14.487926,14.591709,14.6799,14.754842,14.818524,14.87264,14.918625,14.957701,14.990906,15.019123,15.043101,1
83.119378,83.119384,83.119391,83.1194,83.119411,83.119424,83.11944,83.11946,83.119484,83.119514,83.11955,83.119594,83.119647,83.119713,83.119792,83.11989,83.120008,83.120153,83.12033,83.120546,83.12081,83.121131,83.121524,83.122003,83.122587,83.1233,83.124171,83.125233,83.12653,83.128112,83.130042,83.132399,83.135274,83.138783,83.143066,83.148292,83.15467,83.162454,83.171953,83.183546,83.197693,83.214959,83.236029,83.261742,83.293123,83.331419,83.378155,83.43519,83.504795,83.589739,83.693404,83.819914,83.974304,84.16272,84.392658,84.673271,85.015724,85.433649,85.943675,86.566102,87.325699,88.252697,89.383987,90.764592,92.449455,94.50563,97.014946,100.077267,103.814464,108.375267,113.941182,120.733718,113.941182,108.375267,103.814464,100.077267,97.014946,94.50563,92.449455,90.764592,89.383987,88.252697,87.325699,86.566102,85.943675,85.433649,85.015724,84.673271,84.392658,84.16272,83.974304,83.819914,83.693404,83.589739,83.504795,83.43519,83.378155,83.331419,83.293123,83.261742,2
105.110017,105.11001,105.110001,105.109991,105.109978,105.109962,105.109942,105.109918,105.109888,105.109852,105.109807,105.109752,105.109685,105.109602,105.1095,105.109375,105.109222,105.109034,105.108803,105.108519,105.10817,105.107743,105.107217,105.106572,105.105781,105.104808,105.103615,105.102149,105.100349,105.09814,105.095427,105.092096,105.088007,105.082985,105.07682,105.06925,105.059956,105.048544,105.034533,105.01733,104.996207,104.970273,104.93843,104.899333,104.85133,104.792391,104.720025,104.631173,104.522079,104.388132,104.223671,104.021744,103.773815,103.469404,103.095646,102.63674,102.073291,101.38148,100.532067,99.489147,98.208637,96.636411,94.706013,92.335847,89.425728,85.852649,81.465578,76.079079,69.46547,61.345201,69.46547,76.079079,81.465578,85.852649,89.425728,92.335847,94.706013,96.636411,98.208637,99.489147,100.532067,101.38148,102.073291,102.63674,103.095646,103.469404,103.773815,104.021744,104.223671,104.388132,104.522079,104.631173,104.720025,104.792391,104.85133,104.899333,104.93843,104.970273,104.996207,105.01733,1
3.64888,3.648876,3.64887,3.648862,3.648853,3.648841,3.648826,3.648808,3.648784,3.648755,3.648719,3.648673,3.648615,3.648542,3.648451,3.648337,3.648193,3.648013,3.647787,3.647503,3.647147,3.646699,3.646138,3.645433,3.644547,3.643436,3.642042,3.640291,3.638093,3.635334,3.63187,3.627522,3.622064,3.615212,3.606611,3.595813,3.582259,3.565244,3.543884,3.51707,3.48341,3.441155,3.388112,3.321525,3.237936,3.133004,3.00128,2.835922,2.628343,2.835922,3.00128,3.133004,3.237936,3.321525,3.388112,3.441155,3.48341,3.51707,3.543884,3.565244,3.582259,3.595813,3.606611,3.615212,3.622064,3.627522,3.63187,3.635334,3.638093,3.640291,3.642042,3.643436,3.644547,3.645433,3.646138,3.646699,3.647147,3.647503,3.647787,3.648013,3.648193,3.648337,3.648451,3.648542,3.648615,3.648673,3.648719,3.648755,3.648784,3.648808,3.648826,3.648841,3.648853,3.648862,3.64887,3.648876,3.64888,3.648884,3.648887,3.64889,1
